species,Genus,Family,Order,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Inference,Habitat,Trophic.Level,Trophic.Niche,Primary.Lifestyle
Dryotriorchis_spectabilis,Dryotriorchis,Accipitridae,Accipitriformes,36.5,27.6,13,21.3,65.8,290.5,77,213.5,26.5,240.2,697,EltonTraits_Model,NO,Forest,Carnivore,Vertivore,Insessorial
Elanoides_forficatus,Elanoides,Accipitridae,Accipitriformes,29.4,19,10.2,12.3,33.5,412.8,189.1,214.7,46.9,279.2,416.2,Dunning,NO,Forest,Carnivore,Invertivore,Generalist
Elanus_axillaris,Elanus,Accipitridae,Accipitriformes,25.3,15.5,9,11.4,38.8,288.4,153,135.2,53.1,136.8,270.1,Dunning,NO,Grassland,Carnivore,Vertivore,Aerial
Elanus_caeruleus,Elanus,Accipitridae,Accipitriformes,30.9,16,9.2,11.3,32.1,286.3,132.1,160.2,45.2,127.7,259.8,Dunning,NO,Grassland,Carnivore,Vertivore,Aerial
Elanus_leucurus,Elanus,Accipitridae,Accipitriformes,25.3,15.3,8.8,10.9,31.8,294,120.3,168.4,41.5,170.3,346,Dunning,NO,Human Modified,Carnivore,Vertivore,Aerial
Elanus_scriptus,Elanus,Accipitridae,Accipitriformes,26.2,16.2,11.8,12,38.3,302.2,148.8,153.5,49.2,139.8,316,Dunning,NO,Grassland,Carnivore,Vertivore,Aerial
Erythrotriorchis_buergersi,Erythrotriorchis,Accipitridae,Accipitriformes,33.7,20.3,12.8,18.2,75.2,310.7,105.5,205.2,34,238.7,575,Dunning,NO,Forest,Carnivore,Vertivore,Generalist
Erythrotriorchis_radiatus,Erythrotriorchis,Accipitridae,Accipitriformes,34.8,20.7,11.9,17.4,74.5,387.2,161.8,225.5,41.8,250,887.4,Dunning,NO,Forest,Carnivore,Vertivore,Aerial
Eutriorchis_astur,Eutriorchis,Accipitridae,Accipitriformes,40.3,24.8,11.6,19.5,84,318.5,74.2,244.3,23.3,287.5,700,Updated_literature,NO,Forest,Carnivore,Vertivore,Insessorial
Gampsonyx_swainsonii,Gampsonyx,Accipitridae,Accipitriformes,16.2,10.4,7.1,8.4,26,147.7,55.9,96.8,36.5,97.9,92.9,Dunning,NO,Forest,Carnivore,Vertivore,Insessorial
Geranoaetus_albicaudatus,Geranoaetus,Accipitridae,Accipitriformes,37.4,22.3,13.8,16.4,87.3,427,148.1,279,34.8,199,885,Dunning,NO,Grassland,Carnivore,Vertivore,Generalist
Geranoaetus_melanoleucus,Geranoaetus,Accipitridae,Accipitriformes,50.5,31,15.4,23,98.2,496.2,182.8,313.5,36.6,210.5,2378.6,Dunning,NO,Shrubland,Carnivore,Vertivore,Aerial
Geranoaetus_polyosoma,Geranoaetus,Accipitridae,Accipitriformes,36.3,21.1,13,18.3,83.4,402,153.3,249.8,38.1,192.8,782.6,Dunning,NO,Shrubland,Carnivore,Vertivore,Aerial
Geranospiza_caerulescens,Geranospiza,Accipitridae,Accipitriformes,25.9,16.5,9.6,12.9,71.7,269.1,65.1,205.4,24.4,211.4,302.5,Dunning,NO,Woodland,Carnivore,Vertivore,Insessorial
Gypaetus_barbatus,Gypaetus,Accipitridae,Accipitriformes,78.2,46.6,20.8,28.1,103.6,760.6,370.2,378,49.5,468,5695,Dunning,NO,Rock,Scavenger,Scavenger,Terrestrial
Gypohierax_angolensis,Gypohierax,Accipitridae,Accipitriformes,57.5,41,14.1,23.3,77.3,419,127.3,296.6,30,196.8,1600,Dunning,NO,Forest,Herbivore,Frugivore,Insessorial
Gyps_africanus,Gyps,Accipitridae,Accipitriformes,61.3,44,20.5,30.5,95.7,578.4,225,349.2,39.2,224.6,5433,Dunning,NO,Shrubland,Scavenger,Scavenger,Terrestrial
Gyps_bengalensis,Gyps,Accipitridae,Accipitriformes,64.6,47.4,22.7,32.5,99.1,551.6,214,337.8,38.8,213.8,4385,Dunning,NO,Grassland,Scavenger,Scavenger,Terrestrial
Gyps_coprotheres,Gyps,Accipitridae,Accipitriformes,81.2,53.6,24.9,36.5,104.2,687.2,252.2,421.2,37.5,269.4,8177,Dunning,NO,Grassland,Scavenger,Scavenger,Terrestrial
Gyps_fulvus,Gyps,Accipitridae,Accipitriformes,78.8,50.5,23.8,33.8,109.9,687.2,267.5,415.8,39.2,291.2,7436,Dunning,NO,Grassland,Scavenger,Scavenger,Terrestrial
Gyps_himalayensis,Gyps,Accipitridae,Accipitriformes,82.5,55.2,23.5,34,115.6,759.8,269.5,490.2,35.5,339,9798,Dunning,NO,Rock,Scavenger,Scavenger,Terrestrial
Gyps_indicus,Gyps,Accipitridae,Accipitriformes,71.3,44.6,20.5,29.7,99.7,585.6,223,360,38.3,235.2,5515,Dunning,NO,Grassland,Scavenger,Scavenger,Terrestrial
Gyps_rueppelli,Gyps,Accipitridae,Accipitriformes,77.9,51.5,23,32.5,105.7,627.8,236,391.8,37.6,235.8,7400,Dunning,NO,Grassland,Scavenger,Scavenger,Terrestrial
Gyps_tenuirostris,Gyps,Accipitridae,Accipitriformes,75.6,49,20,29.1,104.1,592.2,220.5,371.8,37.2,217.2,5515,Dunning,NO,Woodland,Scavenger,Scavenger,Terrestrial
Haliaeetus_albicilla,Haliaeetus,Accipitridae,Accipitriformes,74.1,46.1,22.9,33.9,95,599.5,227.2,370.9,38,294.2,4729.3,Dunning,NO,Rock,Carnivore,Aquatic predator,Aerial
Haliaeetus_leucocephalus,Haliaeetus,Accipitridae,Accipitriformes,76,48.2,24,34.1,81.7,601.8,248.8,353,41.4,294,4700.6,Dunning,NO,Wetland,Carnivore,Omnivore,Generalist
Haliaeetus_leucogaster,Haliaeetus,Accipitridae,Accipitriformes,71.3,39.2,18.5,24.9,86,556.7,231.8,330.2,41.3,253.3,2827,Dunning,NO,Coastal,Carnivore,Aquatic predator,Aerial
Haliaeetus_leucoryphus,Haliaeetus,Accipitridae,Accipitriformes,63.6,39.1,19.3,28.3,95.3,566.6,241,322.8,42.8,290.3,2885.9,Dunning,NO,Wetland,Carnivore,Aquatic predator,Aerial
Haliaeetus_pelagicus,Haliaeetus,Accipitridae,Accipitriformes,90.6,60.3,28.9,47,96.3,598.5,186.2,412.2,31.1,333.6,7757,Dunning,NO,Wetland,Carnivore,Aquatic predator,Generalist
Haliaeetus_sanfordi,Haliaeetus,Accipitridae,Accipitriformes,59.5,38.9,18.6,26.9,83,523.2,186.8,336.4,35.7,265,1980,Dunning,NO,Forest,Carnivore,Omnivore,Generalist
Haliaeetus_vocifer,Haliaeetus,Accipitridae,Accipitriformes,58.4,42.2,16.8,25.1,88.2,548.2,184.2,366,33.5,228,3400,Dunning,NO,Wetland,Carnivore,Aquatic predator,Insessorial
Haliaeetus_vociferoides,Haliaeetus,Accipitridae,Accipitriformes,57,34.4,16.6,25.1,93.3,487.2,156.2,333,31.9,236.8,3000,Dunning,NO,Woodland,Carnivore,Aquatic predator,Insessorial
Haliastur_indus,Haliastur,Accipitridae,Accipitriformes,48.8,24.4,12.9,17,48.2,399.8,147,257.2,36.4,203.8,529,Dunning,NO,Coastal,Carnivore,Omnivore,Generalist
Haliastur_sphenurus,Haliastur,Accipitridae,Accipitriformes,40,23.1,13.1,18.2,58.8,407.4,186.2,221.5,45.6,264,753,Dunning,NO,Wetland,Carnivore,Omnivore,Aerial
Hamirostra_melanosternon,Hamirostra,Accipitridae,Accipitriformes,40.1,23.8,12.7,16.3,53,472.6,244.5,226,52,233,1196,Dunning,NO,Woodland,Carnivore,Vertivore,Aerial
Harpagus_bidentatus,Harpagus,Accipitridae,Accipitriformes,23.7,14.6,11.3,13.5,43.1,210.3,64.6,153.7,29.6,161.1,215.3,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Harpagus_diodon,Harpagus,Accipitridae,Accipitriformes,23.2,13.8,10.7,13.5,34.2,201.4,62.5,140.3,30.8,158.6,200,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Harpia_harpyja,Harpia,Accipitridae,Accipitriformes,70.8,41,17.2,36.4,102.4,569.5,262.7,285.7,47.9,442,4800,Dunning,NO,Forest,Carnivore,Vertivore,Insessorial
Harpyopsis_novaeguineae,Harpyopsis,Accipitridae,Accipitriformes,60,39.8,18.2,33.2,133.8,426.2,72.2,354.1,16.9,377,1959.6,Dunning,NO,Forest,Carnivore,Vertivore,Insessorial
Helicolestes_hamatus,Helicolestes,Accipitridae,Accipitriformes,34.8,26.1,10.9,11.6,46,290.3,64.5,225.8,22.3,125.5,425.5,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Henicopernis_infuscatus,Henicopernis,Accipitridae,Accipitriformes,30.8,20.5,10.1,15.3,41.4,337,127,210,37.7,253,571.2,Inferred,YES,Forest,Carnivore,Invertivore,Generalist
Henicopernis_longicauda,Henicopernis,Accipitridae,Accipitriformes,31.7,21.6,11.2,14.3,50.4,394.6,157.2,241.5,39.4,301.4,571.2,Dunning,NO,Forest,Carnivore,Invertivore,Generalist
Hieraaetus_ayresii,Hieraaetus,Accipitridae,Accipitriformes,33.5,20.5,11.7,17.8,68.2,383.5,130,251.8,34.2,210,806.1,Dunning,NO,Woodland,Carnivore,Vertivore,Aerial
Hieraaetus_morphnoides,Hieraaetus,Accipitridae,Accipitriformes,35.7,20.6,10.9,18.1,54.5,364.8,161.2,198,44.9,205.2,775.1,Dunning,NO,Forest,Carnivore,Vertivore,Generalist
Hieraaetus_pennatus,Hieraaetus,Accipitridae,Accipitriformes,33.8,19.1,10.1,17,65.3,361.8,151.3,209.1,42,198,823.8,Dunning,NO,Forest,Carnivore,Vertivore,Generalist
Hieraaetus_wahlbergi,Hieraaetus,Accipitridae,Accipitriformes,39.3,23.9,12.1,17.4,71.1,413.8,174.8,235.5,42.6,216.8,640,Dunning,NO,Shrubland,Carnivore,Vertivore,Insessorial
Hieraaetus_weiskei,Hieraaetus,Accipitridae,Accipitriformes,30.4,18.9,10,17,55,337,111.5,225.5,33.5,172,775.1,Dunning,NO,Forest,Carnivore,Vertivore,Generalist
Icthyophaga_humilis,Icthyophaga,Accipitridae,Accipitriformes,49.5,27.1,13.6,18.6,63,353.2,116.3,234.4,33.1,182.8,782,Dunning,NO,Wetland,Carnivore,Aquatic predator,Insessorial
Icthyophaga_ichthyaetus,Icthyophaga,Accipitridae,Accipitriformes,66.1,36,16.8,25.7,81.7,471.2,134.6,330.4,29,268.8,1590,Dunning,NO,Woodland,Carnivore,Aquatic predator,Insessorial
Ictinaetus_malaiensis,Ictinaetus,Accipitridae,Accipitriformes,51.5,26.1,13.7,18.6,68.7,552.8,240.5,316.8,43.2,314.4,1028,Dunning,NO,Forest,Carnivore,Vertivore,Aerial
Ictinia_mississippiensis,Ictinia,Accipitridae,Accipitriformes,23,14.7,11,12.3,37,291.8,156.5,135.2,53.6,150.2,276,Dunning,NO,Woodland,Carnivore,Invertivore,Generalist
Ictinia_plumbea,Ictinia,Accipitridae,Accipitriformes,23.9,15.1,10.8,13.4,33.2,285.6,117.8,164.9,41.8,134.8,249.9,Dunning,NO,Forest,Carnivore,Invertivore,Generalist
Kaupifalco_monogrammicus,Kaupifalco,Accipitridae,Accipitriformes,29.3,15.8,10.1,12.8,53.1,217.4,70.4,146.8,32.4,142.6,278.9,Dunning,NO,Woodland,Carnivore,Invertivore,Insessorial
Leptodon_cayanensis,Leptodon,Accipitridae,Accipitriformes,33.9,22.4,11.5,16,38.5,302.8,57,245.8,18.8,221.8,474,Dunning,NO,Forest,Carnivore,Omnivore,Insessorial
Leptodon_forbesi,Leptodon,Accipitridae,Accipitriformes,36.2,23.3,12.2,17.4,43.1,316.2,89.4,226.8,28.5,233.4,577,Dunning,NO,Forest,Carnivore,Omnivore,Insessorial
Leucopternis_kuhli,Leucopternis,Accipitridae,Accipitriformes,30.4,18.3,11.4,15,56.2,207.6,54.5,156.6,25.8,148.6,352.1,Dunning,NO,Forest,Carnivore,Vertivore,Insessorial
Leucopternis_melanops,Leucopternis,Accipitridae,Accipitriformes,29.6,18.3,11.1,15.3,56.5,210.8,60.5,149.2,28.9,130,312,Dunning,NO,Forest,Carnivore,Vertivore,Insessorial
Leucopternis_semiplumbeus,Leucopternis,Accipitridae,Accipitriformes,28.8,17.1,9.7,14.9,53.8,191,47.7,146.5,24.6,123.8,285,Dunning,NO,Forest,Carnivore,Vertivore,Insessorial
Lophaetus_occipitalis,Lophaetus,Accipitridae,Accipitriformes,46.6,23.6,11.1,17.4,93.3,373.6,116.1,255.3,31.3,201.4,1067,Dunning,NO,Forest,Carnivore,Vertivore,Insessorial
Lophoictinia_isura,Lophoictinia,Accipitridae,Accipitriformes,45.2,28.2,15.1,18.6,71.6,471.2,227,244.2,48.1,224.2,579.4,Dunning,NO,Forest,Carnivore,Vertivore,Aerial
Lophotriorchis_kienerii,Lophotriorchis,Accipitridae,Accipitriformes,46.1,20.5,11.9,17.2,53.5,366.2,127.6,227.5,35.9,216.3,799,Dunning,NO,Forest,Carnivore,Vertivore,Aerial
Macheiramphus_alcinus,Macheiramphus,Accipitridae,Accipitriformes,45.1,15.1,9,12.7,54.2,360.2,179,186,49,189.8,650,Dunning,NO,Forest,Carnivore,Vertivore,Aerial
Megatriorchis_doriae,Megatriorchis,Accipitridae,Accipitriformes,35.1,19.9,11.6,16.7,80,290.5,75.6,214.9,26,257.5,1000,Dunning,NO,Forest,Carnivore,Vertivore,Insessorial
Melierax_canorus,Melierax,Accipitridae,Accipitriformes,33.5,18.8,11.1,23.8,100.6,353,141.5,215.8,39.7,230,663.3,Dunning,NO,Shrubland,Carnivore,Vertivore,Generalist
Melierax_metabates,Melierax,Accipitridae,Accipitriformes,32.5,18.6,11,17.5,85.6,317.6,111.8,208.9,34.9,216,674.5,Dunning,NO,Shrubland,Carnivore,Vertivore,Insessorial
Melierax_poliopterus,Melierax,Accipitridae,Accipitriformes,33.3,19.2,12.1,23.6,88.4,305.8,113.7,193.1,37.1,203.6,629.9,Dunning,NO,Shrubland,Carnivore,Vertivore,Insessorial
Micronisus_gabar,Micronisus,Accipitridae,Accipitriformes,20.2,11.5,7.8,11,47.2,187,64.6,123.7,34.3,147.5,169.6,Dunning,NO,Grassland,Carnivore,Vertivore,Insessorial
Milvus_aegyptius,Milvus,Accipitridae,Accipitriformes,40,22.4,13,17.4,51.4,457.4,219.9,237.5,48.1,269.5,734.1,DataFromSplit,YES,Woodland,Omnivore,Omnivore,Aerial
Milvus_migrans,Milvus,Accipitridae,Accipitriformes,40,22.4,13,17.4,51.4,457.4,219.9,237.5,48.1,269.5,734.1,Dunning,NO,Woodland,Omnivore,Omnivore,Aerial
Milvus_milvus,Milvus,Accipitridae,Accipitriformes,40.2,26.6,13.2,18.7,52.9,481.5,241.6,241.6,49.9,317.3,1071.8,Dunning,NO,Shrubland,Omnivore,Omnivore,Generalist
Morphnarchus_princeps,Morphnarchus,Accipitridae,Accipitriformes,43.5,28.6,13.8,20.4,86.5,364.7,107.4,257.2,29.5,192.7,1000,Dunning,NO,Forest,Carnivore,Vertivore,Insessorial
Morphnus_guianensis,Morphnus,Accipitridae,Accipitriformes,48.4,30.3,14.6,22.8,85.3,464.8,107.1,358.6,23,372.8,1750,Dunning,NO,Forest,Carnivore,Vertivore,Generalist
Necrosyrtes_monachus,Necrosyrtes,Accipitridae,Accipitriformes,63.9,42.5,13.6,15.2,78.7,471.4,181.5,288,38.7,223,2043,Dunning,NO,Shrubland,Scavenger,Scavenger,Terrestrial
Neophron_percnopterus,Neophron,Accipitridae,Accipitriformes,61.7,33,10.4,13.5,77.2,490.8,236,255,48,247.2,2082,Dunning,NO,Grassland,Omnivore,Scavenger,Generalist
Nisaetus_alboniger,Nisaetus,Accipitridae,Accipitriformes,48,24.3,12.9,20.3,77.1,325.2,82,245.2,25.1,239.5,830,Dunning,NO,Forest,Carnivore,Vertivore,Insessorial
Nisaetus_bartelsi,Nisaetus,Accipitridae,Accipitriformes,42.7,27.8,14,21.3,100.3,378,83.4,294.5,22.1,228.4,830,Inferred,YES,Forest,Carnivore,Vertivore,Insessorial
Nisaetus_cirrhatus,Nisaetus,Accipitridae,Accipitriformes,49.9,25.8,12.6,21.7,97.7,414.6,115.8,298.5,27.9,289.8,1475.1,Dunning,NO,Forest,Carnivore,Vertivore,Insessorial
Nisaetus_floris,Nisaetus,Accipitridae,Accipitriformes,41.7,26.5,12.8,21.6,113.9,436.7,115.9,320.8,26.5,229.3,1475.1,Dunning,NO,Forest,Carnivore,Vertivore,Insessorial
Nisaetus_lanceolatus,Nisaetus,Accipitridae,Accipitriformes,39.3,26.8,12.8,21.6,90.5,373,90.5,285.8,24,261.8,1168,Inferred,YES,Forest,Carnivore,Vertivore,Insessorial
Nisaetus_nanus,Nisaetus,Accipitridae,Accipitriformes,44.2,21.6,11.3,17.3,75.5,312.7,79.8,234.6,25.4,240.8,557.8,Dunning,NO,Forest,Carnivore,Vertivore,Insessorial
Nisaetus_nipalensis,Nisaetus,Accipitridae,Accipitriformes,44.2,28,13.1,23.5,101.2,423.7,107,317.6,25.1,286.4,3005,Dunning,NO,Forest,Carnivore,Vertivore,Insessorial
Nisaetus_philippensis,Nisaetus,Accipitridae,Accipitriformes,38.9,25.5,12.2,20.5,92,355.2,93.8,262.2,26.4,253.4,1168,Dunning,NO,Forest,Carnivore,Vertivore,Insessorial
Nisaetus_pinskeri,Nisaetus,Accipitridae,Accipitriformes,43.2,24.6,12.9,20.9,89.7,349,73.1,276,20.9,248,1168,DataFromSplit,NO,Forest,Carnivore,Vertivore,Insessorial
Parabuteo_leucorrhous,Parabuteo,Accipitridae,Accipitriformes,29,17,9.8,14.2,62.6,241,65.5,174.2,27.3,171.6,290,Dunning,NO,Forest,Carnivore,Vertivore,Insessorial
Parabuteo_unicinctus,Parabuteo,Accipitridae,Accipitriformes,34.4,21.4,11.4,16.6,81.6,320.8,99.8,223.2,30.8,222,850.3,Dunning,NO,Shrubland,Carnivore,Vertivore,Insessorial
Pernis_apivorus,Pernis,Accipitridae,Accipitriformes,34.8,19.1,11.7,13.7,43.9,407.4,154.2,253,37.9,253.2,754.4,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Pernis_celebensis,Pernis,Accipitridae,Accipitriformes,31,16.9,10.8,14.6,41.2,350.2,96.8,253.5,27.6,246.2,722,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Pernis_ptilorhynchus,Pernis,Accipitridae,Accipitriformes,55.9,21.4,13.1,15.4,49,413.6,130.7,278.6,32,263.8,1141.1,Dunning,NO,Woodland,Carnivore,Invertivore,Insessorial
Pernis_steerei,Pernis,Accipitridae,Accipitriformes,33.9,20.9,11.6,15.1,42.6,378.5,113.2,265.2,29.9,257.2,722,DataFromSplit,NO,Forest,Carnivore,Invertivore,Insessorial
Pithecophaga_jefferyi,Pithecophaga,Accipitridae,Accipitriformes,85.3,57,20.8,49.6,133.8,585.8,178.7,407.1,30.3,423,5175.3,Dunning,NO,Forest,Carnivore,Vertivore,Insessorial
Polemaetus_bellicosus,Polemaetus,Accipitridae,Accipitriformes,54.3,34.7,16.8,28.7,112.4,571.6,205.8,374.2,35.5,256,3964.5,Dunning,NO,Grassland,Carnivore,Vertivore,Aerial
Polyboroides_radiatus,Polyboroides,Accipitridae,Accipitriformes,36.8,20.9,10,16.1,89.9,397.4,112.2,287,28.1,298,633.2,Inferred,YES,Forest,Carnivore,Vertivore,Generalist
Polyboroides_typus,Polyboroides,Accipitridae,Accipitriformes,39.1,21.3,10.3,16.6,88.1,443.1,157,285.5,35.4,289.9,633.2,Dunning,NO,Forest,Carnivore,Vertivore,Insessorial
Pseudastur_albicollis,Pseudastur,Accipitridae,Accipitriformes,38.8,24.8,14.2,19.6,82.9,358.3,93.2,273.6,25.4,216.8,703.7,Dunning,NO,Forest,Carnivore,Vertivore,Insessorial
Pseudastur_occidentalis,Pseudastur,Accipitridae,Accipitriformes,36,22.9,12.4,18.5,76.2,346.2,97.8,248.5,28.2,192,660,Dunning,NO,Forest,Carnivore,Vertivore,Insessorial
Pseudastur_polionotus,Pseudastur,Accipitridae,Accipitriformes,38.4,24.2,12.8,19.7,84.6,365.8,111.5,245.5,31.3,188.2,703.7,Inferred,YES,Forest,Carnivore,Vertivore,Insessorial
Rostrhamus_sociabilis,Rostrhamus,Accipitridae,Accipitriformes,33.1,23.8,11.1,11.3,49.9,344.8,134.8,206.7,39.1,169.3,366.9,Dunning,NO,Wetland,Carnivore,Aquatic predator,Insessorial
Rupornis_magnirostris,Rupornis,Accipitridae,Accipitriformes,26.4,17.4,10.4,13.4,61.5,220.9,64.9,164.6,28,159.1,269,Dunning,NO,Forest,Carnivore,Vertivore,Insessorial
Sarcogyps_calvus,Sarcogyps,Accipitridae,Accipitriformes,68.5,46.9,23,33.9,115,570,252.8,322,44,229.2,4469.9,Dunning,NO,Human Modified,Scavenger,Scavenger,Terrestrial
Spilornis_cheela,Spilornis,Accipitridae,Accipitriformes,45.6,30.1,14.4,20.8,82.2,373.7,112.6,261.1,30.1,237.4,597.7,Dunning,NO,Forest,Carnivore,Vertivore,Insessorial
Spilornis_elgini,Spilornis,Accipitridae,Accipitriformes,37.5,26.7,12.8,18.4,76.1,365.4,106.8,255.8,29.4,215.6,895,Updated_literature,NO,Forest,Carnivore,Vertivore,Insessorial
Spilornis_holospilus,Spilornis,Accipitridae,Accipitriformes,37.5,27,12.2,18,75,340.1,103.8,234.5,30.7,221.7,705,Dunning,NO,Forest,Carnivore,Vertivore,Insessorial
Spilornis_kinabaluensis,Spilornis,Accipitridae,Accipitriformes,34.6,24,13.4,16.8,72.6,368.5,107,261.5,29,227.5,597.7,Inferred,YES,Forest,Carnivore,Vertivore,Insessorial
Spilornis_klossi,Spilornis,Accipitridae,Accipitriformes,38.2,28.9,13.5,18.8,74.7,297.2,87.8,209.4,29.5,198.2,450,Updated_literature,NO,Forest,Carnivore,Vertivore,Insessorial
Spilornis_rufipectus,Spilornis,Accipitridae,Accipitriformes,34.6,25.1,13.3,17.4,64.3,328.6,105.5,221.5,32.4,214.4,705,Inferred,YES,Forest,Carnivore,Vertivore,Insessorial
Spizaetus_isidori,Spizaetus,Accipitridae,Accipitriformes,51.3,33.2,15.9,25.8,113.4,484.4,120.1,376.2,24.2,299,1197.4,Inferred,YES,Forest,Carnivore,Vertivore,Aerial
Spizaetus_melanoleucus,Spizaetus,Accipitridae,Accipitriformes,40.9,23.9,12.8,20.7,72.1,400.6,124.3,275.4,31.1,249,850,Dunning,NO,Forest,Carnivore,Vertivore,Aerial
Spizaetus_ornatus,Spizaetus,Accipitridae,Accipitriformes,39.1,23.7,12.3,20.2,93.8,353,59.1,287.3,17.2,289.5,1197.4,Dunning,NO,Forest,Carnivore,Vertivore,Generalist
Spizaetus_tyrannus,Spizaetus,Accipitridae,Accipitriformes,42.3,24.9,12.1,21,80.4,384.4,68.6,315.6,17.9,334.4,1007.1,Dunning,NO,Forest,Carnivore,Vertivore,Insessorial
Stephanoaetus_coronatus,Stephanoaetus,Accipitridae,Accipitriformes,53.3,36.1,16.7,29,94,496.4,111.5,393,22.1,367.1,3640,Dunning,NO,Forest,Carnivore,Vertivore,Generalist
Terathopius_ecaudatus,Terathopius,Accipitridae,Accipitriformes,52.5,35.9,16.3,25.3,65.1,500.4,233.2,266,46.8,109,2200,Dunning,NO,Woodland,Carnivore,Omnivore,Generalist
Torgos_tracheliotos,Torgos,Accipitridae,Accipitriformes,89.1,64,30.4,45.5,138.4,711.4,276.8,434.5,39.1,339.2,6969,Dunning,NO,Grassland,Scavenger,Scavenger,Terrestrial
Trigonoceps_occipitalis,Trigonoceps,Accipitridae,Accipitriformes,72.1,49.3,23.8,33.5,115.9,618,265,349.2,43.1,250,3016,Dunning,NO,Shrubland,Scavenger,Scavenger,Terrestrial
Urotriorchis_macrourus,Urotriorchis,Accipitridae,Accipitriformes,35.4,19.6,13.3,16.5,78.9,286.5,68.2,218.2,23.8,373.8,492,Dunning,NO,Forest,Carnivore,Vertivore,Insessorial
Pandion_haliaetus,Pandion,Pandionidae,Accipitriformes,47,27.7,17.3,19.6,49.8,468.4,204.8,253,44.9,201.3,1483.2,Dunning,NO,Marine,Carnivore,Aquatic predator,Aerial
Sagittarius_serpentarius,Sagittarius,Sagittariidae,Accipitriformes,59.4,40.2,19,24.1,269.9,615.5,250.2,365.2,40.6,551.8,4017,Dunning,NO,Grassland,Carnivore,Vertivore,Terrestrial
Aix_galericulata,Aix,Anatidae,Anseriformes,33,20.9,13.5,10.6,34.8,222.2,111.1,110.6,50.1,94.6,567,Dunning,NO,Forest,Herbivore,Herbivore aquatic,Generalist
Aix_sponsa,Aix,Anatidae,Anseriformes,38.6,24.7,15.1,11.4,32.9,220.5,108.5,111,49.4,106.8,657.6,Dunning,NO,Wetland,Herbivore,Omnivore,Generalist
Alopochen_aegyptiaca,Alopochen,Anatidae,Anseriformes,51.6,30.1,20.8,16.7,75.8,356,143,233.2,38,128.8,1873,Dunning,NO,Wetland,Herbivore,Omnivore,Generalist
Amazonetta_brasiliensis,Amazonetta,Anatidae,Anseriformes,38.9,28.4,14.9,12.8,32.2,180.6,61.9,126.6,32.9,90.1,500,Dunning,NO,Wetland,Herbivore,Herbivore aquatic,Aquatic
Anas_acuta,Anas,Anatidae,Anseriformes,48.1,31.9,14.5,14.8,36.9,256.7,148.4,107.8,57.8,124.7,944.6,Dunning,NO,Wetland,Herbivore,Herbivore aquatic,Aquatic
Anas_albogularis,Anas,Anatidae,Anseriformes,35.1,28,13.9,12.2,29.7,186.8,83.2,103.6,44.5,61.8,488.1,DataFromSplit,NO,Wetland,Omnivore,Aquatic predator,Aquatic
Anas_andium,Anas,Anatidae,Anseriformes,40.1,32.8,14.8,12.6,31.8,224.2,101.7,124.8,44.9,82.2,434,Dunning,NO,Wetland,Omnivore,Herbivore aquatic,Aquatic
Anas_aucklandica,Anas,Anatidae,Anseriformes,44.8,27.3,13.7,12.5,33.6,134.8,49.2,85,36.7,75.2,499.1,Dunning,NO,Wetland,Carnivore,Aquatic predator,Aquatic
Anas_bahamensis,Anas,Anatidae,Anseriformes,41.5,31.8,15,12.8,34.1,205.5,92.3,113.2,44.9,87.2,490,Dunning,NO,Wetland,Omnivore,Herbivore aquatic,Aquatic
Anas_bernieri,Anas,Anatidae,Anseriformes,35.3,27.4,13.2,11.1,31.5,194.7,73,121.7,37.5,77,378.5,Dunning,NO,Wetland,Herbivore,Herbivore aquatic,Generalist
Anas_capensis,Anas,Anatidae,Anseriformes,39.6,31.4,14.8,13.4,32.8,193.2,93.6,99.6,48.5,62,402,Dunning,NO,Wetland,Omnivore,Aquatic predator,Aquatic
Anas_carolinensis,Anas,Anatidae,Anseriformes,34.4,28.7,11.7,11.4,26,175.2,92.4,82.8,52.8,60.8,341.9,DataFromSplit,NO,Wetland,Omnivore,Aquatic predator,Aquatic
Anas_castanea,Anas,Anatidae,Anseriformes,37.7,28.6,15,12.4,33.9,202,95.1,114.3,45.5,87.7,624,Dunning,NO,Wetland,Omnivore,Aquatic predator,Aquatic
Anas_chlorotis,Anas,Anatidae,Anseriformes,42.7,31.4,18.2,14.2,35.6,196.6,94.1,99.9,48.5,77.8,499.1,Dunning,NO,Wetland,Herbivore,Herbivore aquatic,Aquatic
Anas_crecca,Anas,Anatidae,Anseriformes,35.8,29.6,12.1,11.4,25.9,180.4,96.6,83.8,53.5,61.2,341.9,Dunning,NO,Wetland,Herbivore,Herbivore aquatic,Aquatic
Anas_eatoni,Anas,Anatidae,Anseriformes,31.6,24.3,10.3,11.9,27.5,203.2,111.8,91.4,55.1,82.5,944.6,Dunning,NO,Wetland,Omnivore,Omnivore,Aquatic
