species,Genus,Family,Order,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Inference,Habitat,Trophic.Level,Trophic.Niche,Primary.Lifestyle
Myiophobus_rufescens,Myiophobus,Tyrannidae,Passeriformes,15.9,7.4,5,3.6,16.7,61,10,51,16.4,53,9.9,DataFromSplit,YES,Shrubland,Carnivore,Invertivore,Insessorial
Myiornis_albiventris,Myiornis,Tyrannidae,Passeriformes,10.5,6.4,3.6,2.8,13,37.4,4.5,33,11.9,24,5.5,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Myiornis_atricapillus,Myiornis,Tyrannidae,Passeriformes,11.7,7.2,3.8,2.9,12.8,34.5,5.2,29.3,14.9,16.1,5.7,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Myiornis_auricularis,Myiornis,Tyrannidae,Passeriformes,11.3,6.7,3.2,2.6,13.6,39.8,4.1,35.7,10.2,27.5,5.3,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Myiornis_ecaudatus,Myiornis,Tyrannidae,Passeriformes,10.2,6.3,3.1,3,11.5,32,4.7,26.8,15,16.6,5.3,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Myiotheretes_fumigatus,Myiotheretes,Tyrannidae,Passeriformes,23.7,13.4,7.1,5.3,23.4,110.1,23.6,86.5,21.4,84.8,33.4,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Myiotheretes_fuscorufus,Myiotheretes,Tyrannidae,Passeriformes,21.8,12.2,6.6,5.2,23.1,101,22.1,78.9,21.8,80.7,31.7,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Myiotheretes_pernix,Myiotheretes,Tyrannidae,Passeriformes,24.8,16,7.7,5.7,23.9,100,19.8,80.2,19.8,83.8,33,Updated_literature,NO,Forest,Carnivore,Invertivore,Insessorial
Myiotheretes_striaticollis,Myiotheretes,Tyrannidae,Passeriformes,27.4,16.1,8.2,6.9,25.3,140.1,36.2,103.7,25.8,98.8,61.2,Dunning,NO,Shrubland,Carnivore,Invertivore,Insessorial
Myiotriccus_ornatus,Myiotriccus,Tyrannidae,Passeriformes,13.2,6.7,5.4,3.6,14.3,59.6,11.5,46.8,19.8,41.2,9.9,Dunning,YES,Forest,Carnivore,Invertivore,Insessorial
Myiotriccus_phoenicurus,Myiotriccus,Tyrannidae,Passeriformes,13.1,6.7,4.8,3.3,15.5,63,12,50.8,19.1,51.4,9.9,DataFromSplit,NO,Forest,Carnivore,Invertivore,Insessorial
Myiozetetes_cayanensis,Myiozetetes,Tyrannidae,Passeriformes,14.4,9.8,5.4,4.6,20.4,84.1,12.8,70,15.4,71.4,25.9,Dunning,NO,Shrubland,Carnivore,Invertivore,Insessorial
Myiozetetes_granadensis,Myiozetetes,Tyrannidae,Passeriformes,17.8,9.8,5.7,5.1,17.8,86.6,14.2,73.8,16.2,66.8,29.3,Dunning,NO,Forest,Omnivore,Invertivore,Insessorial
Myiozetetes_luteiventris,Myiozetetes,Tyrannidae,Passeriformes,13.3,8,5,4,14.8,73.6,13.3,60.7,18,62.6,19,Dunning,NO,Forest,Omnivore,Invertivore,Insessorial
Myiozetetes_similis,Myiozetetes,Tyrannidae,Passeriformes,17.4,9.7,5.5,4.9,19.6,87,14.5,73.8,16.4,69.1,28,Dunning,NO,Shrubland,Carnivore,Invertivore,Insessorial
Neopipo_cinnamomea,Neopipo,Tyrannidae,Passeriformes,10.2,6.6,3,2.8,13.7,50.4,10.6,40.5,20.7,34.8,7.7,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Neoxolmis_rufiventris,Neoxolmis,Tyrannidae,Passeriformes,23.6,13.2,5.9,5.7,36.2,151.8,60.5,86.6,41.1,91.3,77,Dunning,NO,Grassland,Carnivore,Invertivore,Insessorial
Nephelomyias_lintoni,Nephelomyias,Tyrannidae,Passeriformes,16.2,7,4.6,3.3,16.5,59,9.8,49.2,16.5,48.7,9.8,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Nephelomyias_ochraceiventris,Nephelomyias,Tyrannidae,Passeriformes,13.4,6.1,4,3,18,65.8,10.7,55.1,16.2,65.4,10.5,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Nephelomyias_pulcher,Nephelomyias,Tyrannidae,Passeriformes,12.4,5.1,3.4,2.5,15.4,54.1,8.4,45.7,15.6,42.1,9.5,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Nesotriccus_ridgwayi,Nesotriccus,Tyrannidae,Passeriformes,16.5,10,4.6,3.3,20.6,60.5,10.1,50.4,16.7,53.8,11,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Ochthoeca_cinnamomeiventris,Ochthoeca,Tyrannidae,Passeriformes,13.6,7.2,5.1,3.4,18.1,63.3,10.9,52.6,17.2,54.4,12,Dunning,NO,Shrubland,Carnivore,Invertivore,Insessorial
Ochthoeca_fumicolor,Ochthoeca,Tyrannidae,Passeriformes,15.3,8.3,3.9,3.6,23.9,82.7,15.7,67,19,74.7,16.6,Dunning,NO,Grassland,Carnivore,Invertivore,Insessorial
Ochthoeca_leucophrys,Ochthoeca,Tyrannidae,Passeriformes,14.8,8.7,3.7,3.5,21.8,75.7,13.5,62.2,17.8,68.1,13.1,Dunning,NO,Shrubland,Carnivore,Invertivore,Insessorial
Ochthoeca_nigrita,Ochthoeca,Tyrannidae,Passeriformes,13.3,7.2,4.6,3.2,18.5,61.4,11.6,49.8,18.8,46,10.9,Updated_live.sample,NO,Shrubland,Carnivore,Invertivore,Insessorial
Ochthoeca_oenanthoides,Ochthoeca,Tyrannidae,Passeriformes,15.9,8.9,4,3.7,21.9,82.1,16.1,65.9,19.7,68.4,17.7,Dunning,NO,Shrubland,Carnivore,Invertivore,Insessorial
Ochthoeca_piurae,Ochthoeca,Tyrannidae,Passeriformes,13.6,7.5,4.1,3.3,19.6,60,8.5,51.5,14.1,54.2,8.9,Updated_literature,NO,Shrubland,Carnivore,Invertivore,Insessorial
Ochthoeca_rufipectoralis,Ochthoeca,Tyrannidae,Passeriformes,13.7,6.5,3.5,3,19.8,66.3,13,53.3,19.6,61.5,10,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Ochthoeca_salvini,Ochthoeca,Tyrannidae,Passeriformes,14.4,8.9,4.6,3.7,18.7,67.4,12.5,54.5,18.6,62.2,12.2,Dunning,NO,Woodland,Carnivore,Invertivore,Insessorial
Ochthoeca_superciliosa,Ochthoeca,Tyrannidae,Passeriformes,15.3,8.3,3.9,3.6,23.9,82.7,15.7,67,19,74.7,16.6,DataFromSplit,YES,Grassland,Carnivore,Invertivore,Insessorial
Ochthoeca_thoracica,Ochthoeca,Tyrannidae,Passeriformes,13,7.1,4.7,3.4,19.2,67.5,12.1,55.5,17.9,61.4,10.8,Updated_live.sample,NO,Shrubland,Carnivore,Invertivore,Insessorial
Ochthornis_littoralis,Ochthornis,Tyrannidae,Passeriformes,14.5,8.2,4.6,3.2,17.2,70.2,12.3,57.5,17.6,54.6,13.4,Dunning,NO,Riverine,Carnivore,Invertivore,Insessorial
Oncostoma_cinereigulare,Oncostoma,Tyrannidae,Passeriformes,13.8,7.2,4.2,3.6,15.3,48.5,5.5,42,11.6,37.3,6.4,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Oncostoma_olivaceum,Oncostoma,Tyrannidae,Passeriformes,14.1,7.3,4.1,3.6,15.5,45,6,39.8,13,32.6,6.6,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Ornithion_brunneicapillus,Ornithion,Tyrannidae,Passeriformes,9.3,5.3,3,3.7,12.9,43.5,5.5,38,12.6,27.1,7.1,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Ornithion_inerme,Ornithion,Tyrannidae,Passeriformes,9.6,5.7,3.1,3.1,12.8,43.7,8.1,34.7,18.8,31.6,7,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Ornithion_semiflavum,Ornithion,Tyrannidae,Passeriformes,8.8,5.4,3,3.2,13.4,44.8,9.1,35.7,20.2,25,6.6,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Phaeomyias_murina,Phaeomyias,Tyrannidae,Passeriformes,11.1,6.3,4,3.2,18.7,55,8.5,46.2,15.4,51.2,10,Dunning,NO,Shrubland,Omnivore,Invertivore,Insessorial
Phaeomyias_tumbezana,Phaeomyias,Tyrannidae,Passeriformes,12.1,6.3,3.6,3,19.1,60.8,9.3,51.5,15.2,58.5,11.5,Updated_literature,NO,Shrubland,Omnivore,Invertivore,Insessorial
Phelpsia_inornata,Phelpsia,Tyrannidae,Passeriformes,17.9,10.5,6.3,4.8,22.4,98,19,79,19.3,84.5,29.4,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Philohydor_lictor,Philohydor,Tyrannidae,Passeriformes,23.4,16.4,5.8,4.8,18.8,86.8,14.7,70.8,17.2,74.2,25.5,Dunning,NO,Wetland,Carnivore,Invertivore,Insessorial
Phyllomyias_burmeisteri,Phyllomyias,Tyrannidae,Passeriformes,11.4,6.9,3.5,3.4,15.3,63.9,14.9,48.8,23.3,48.1,11.1,Dunning,NO,Forest,Omnivore,Invertivore,Insessorial
Phyllomyias_cinereiceps,Phyllomyias,Tyrannidae,Passeriformes,10.4,5.2,2.9,2.3,14.4,62.9,14.1,48.8,22.4,46.1,9.5,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Phyllomyias_fasciatus,Phyllomyias,Tyrannidae,Passeriformes,9.8,5.8,3.6,3.1,15.2,57.2,10,47.2,17.5,49.1,10.3,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Phyllomyias_griseiceps,Phyllomyias,Tyrannidae,Passeriformes,9,4.9,3.7,3.1,14.2,51.6,9.2,42,18,45.2,7.2,Dunning,NO,Forest,Omnivore,Invertivore,Insessorial
Phyllomyias_griseocapilla,Phyllomyias,Tyrannidae,Passeriformes,9.5,5.2,3.3,3.1,15.7,56.5,8,48.5,14.2,46.8,8,EltonTraits_Model,NO,Forest,Omnivore,Invertivore,Insessorial
Phyllomyias_nigrocapillus,Phyllomyias,Tyrannidae,Passeriformes,8.5,4.1,2.7,2.8,15.7,60.1,10.7,49,18,47.5,9.5,Dunning,NO,Forest,Omnivore,Invertivore,Insessorial
Phyllomyias_plumbeiceps,Phyllomyias,Tyrannidae,Passeriformes,8.9,5.2,3.3,2.9,15.7,59.8,11.8,47.2,20,55.2,10.3,Updated_literature,NO,Forest,Omnivore,Invertivore,Insessorial
Phyllomyias_reiseri,Phyllomyias,Tyrannidae,Passeriformes,7.9,5.1,3.4,3.2,14.5,57.1,10.3,46.8,18.1,52.9,7.5,Dunning,NO,Woodland,Carnivore,Invertivore,Insessorial
Phyllomyias_sclateri,Phyllomyias,Tyrannidae,Passeriformes,10.8,5.5,3.1,3.2,17,60.1,11.7,48.4,19.5,55.7,9.2,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Phyllomyias_urichi,Phyllomyias,Tyrannidae,Passeriformes,10.7,5.8,3.5,3.2,15.8,56.6,10.3,46.4,18.2,55,9.1,EltonTraits_GenAvg,NO,Forest,Carnivore,Invertivore,Insessorial
Phyllomyias_uropygialis,Phyllomyias,Tyrannidae,Passeriformes,10.8,5.1,3.1,2.9,16.8,59.9,10.4,49.5,17.3,46.6,9,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Phyllomyias_virescens,Phyllomyias,Tyrannidae,Passeriformes,10.6,5.3,3,3,16.5,60.3,12.6,52.1,19.6,60.5,8.2,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Phyllomyias_weedeni,Phyllomyias,Tyrannidae,Passeriformes,10,5.5,3.7,3.1,14.1,53.7,8.5,45.2,15.9,47,8.5,Updated_literature,NO,Forest,Carnivore,Invertivore,Insessorial
Phyllomyias_zeledoni,Phyllomyias,Tyrannidae,Passeriformes,9.6,5.5,3.5,3,13.8,59.1,14.2,45,23.8,44.5,10.3,Dunning,NO,Forest,Omnivore,Invertivore,Insessorial
Phylloscartes_beckeri,Phylloscartes,Tyrannidae,Passeriformes,11.2,7,3.4,3,17.7,53.8,9,44.8,16.8,55.6,8.7,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Phylloscartes_ceciliae,Phylloscartes,Tyrannidae,Passeriformes,10.5,6.3,3.1,2.8,15.1,52.7,8.6,44.7,16,53.5,7.6,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Phylloscartes_difficilis,Phylloscartes,Tyrannidae,Passeriformes,11.8,6.2,3.2,2.5,18,52.8,6.2,46.5,11.7,52.8,6.9,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Phylloscartes_flaviventris,Phylloscartes,Tyrannidae,Passeriformes,10.8,5.9,3.4,2.5,15.5,48,9.7,38.4,20.2,49,8,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Phylloscartes_flavovirens,Phylloscartes,Tyrannidae,Passeriformes,11.9,7.7,3.6,2.9,16,51.5,9.9,41.6,19.2,50,8.8,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Phylloscartes_gualaquizae,Phylloscartes,Tyrannidae,Passeriformes,10.9,6.3,3.8,2.9,15,49.8,6.4,43.3,13,48.6,8,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Phylloscartes_kronei,Phylloscartes,Tyrannidae,Passeriformes,9.1,7,3.6,3.6,17.8,50.6,9,41.7,17.5,51.3,8.3,Dunning,NO,Shrubland,Carnivore,Invertivore,Insessorial
Phylloscartes_nigrifrons,Phylloscartes,Tyrannidae,Passeriformes,12,7.2,3.7,3,16.9,58.9,8.3,50.6,14.1,61.2,9.1,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Phylloscartes_oustaleti,Phylloscartes,Tyrannidae,Passeriformes,12.9,8.2,4,3.4,18.7,56.5,8.3,48.1,14.7,56.8,10,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Phylloscartes_parkeri,Phylloscartes,Tyrannidae,Passeriformes,11.2,6.6,3,2.8,16.9,52,7.2,44.8,13.8,47.5,8.1,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Phylloscartes_paulista,Phylloscartes,Tyrannidae,Passeriformes,10.2,6.5,3,2.5,14.5,49.1,6.8,42.4,13.7,44.5,7.5,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Phylloscartes_roquettei,Phylloscartes,Tyrannidae,Passeriformes,10,6.2,2.8,2.5,13.5,48.5,5.5,43,11.4,49,6,Dunning,NO,Woodland,Carnivore,Invertivore,Insessorial
Phylloscartes_superciliaris,Phylloscartes,Tyrannidae,Passeriformes,10.7,6.5,3.2,2.8,16.7,53.6,8.6,45,16,50.6,7.7,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Phylloscartes_sylviolus,Phylloscartes,Tyrannidae,Passeriformes,9.3,5.8,3,2.4,15.1,48.9,6.8,42.1,13.9,51.4,8,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Phylloscartes_ventralis,Phylloscartes,Tyrannidae,Passeriformes,12.6,7.6,3.3,3.1,18.8,53.1,8,45.1,14.9,52.6,8.3,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Phylloscartes_virescens,Phylloscartes,Tyrannidae,Passeriformes,13.1,8,3.7,3.1,16.7,53.3,9.2,44.1,17.2,51.7,8.5,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Piprites_chloris,Piprites,Tyrannidae,Passeriformes,11.7,7.2,4.2,4.7,16.8,66.2,16.7,49.3,25.3,50.3,16,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Piprites_griseiceps,Piprites,Tyrannidae,Passeriformes,11.4,6.7,4.5,4.7,15.8,63.8,15.4,48.4,24.1,47.8,16,Dunning,NO,Forest,Omnivore,Omnivore,Insessorial
Piprites_pileata,Piprites,Tyrannidae,Passeriformes,11.4,6.4,4.3,5,17.7,72,18.8,53.2,26.1,50.4,15,Dunning,NO,Forest,Herbivore,Frugivore,Insessorial
Pitangus_sulphuratus,Pitangus,Tyrannidae,Passeriformes,29.3,21.1,10.1,9.1,25.8,111.9,20.6,92.5,18.1,84.8,62.9,Dunning,NO,Human Modified,Carnivore,Omnivore,Insessorial
Platyrinchus_albogularis,Platyrinchus,Tyrannidae,Passeriformes,15.3,6.7,7.7,3.6,16.2,53.6,7.6,46.3,14.1,30.2,9.7,DataFromSplit,NO,Forest,Carnivore,Invertivore,Insessorial
Platyrinchus_cancrominus,Platyrinchus,Tyrannidae,Passeriformes,13.7,6.6,6.8,3.4,16.2,56.8,8.1,48.9,14.1,28,9.2,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Platyrinchus_coronatus,Platyrinchus,Tyrannidae,Passeriformes,12.6,7.1,6.4,3.4,13.2,54.4,12.1,42,22.4,24.5,9.1,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Platyrinchus_flavigularis,Platyrinchus,Tyrannidae,Passeriformes,13.3,6.4,8,3.6,12.4,60.2,15.1,45.1,25.2,32.6,10,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Platyrinchus_leucoryphus,Platyrinchus,Tyrannidae,Passeriformes,16.9,8,7.9,4.3,16,76.1,17,59.1,22.4,46.2,16,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Platyrinchus_mystaceus,Platyrinchus,Tyrannidae,Passeriformes,13.1,6.6,7.3,3.6,15.6,55,8.3,45.1,15.5,29.9,9.7,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Platyrinchus_platyrhynchos,Platyrinchus,Tyrannidae,Passeriformes,13.6,7.3,8.9,3.9,13.3,62.3,17.3,44.6,27.9,32,12,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Platyrinchus_saturatus,Platyrinchus,Tyrannidae,Passeriformes,13,7,7.9,3.4,16.6,55,17.2,37.8,31.4,29.6,10.7,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Poecilotriccus_albifacies,Poecilotriccus,Tyrannidae,Passeriformes,10.4,7.3,4.5,2.9,14.2,45.2,4.8,41.6,10.2,34.6,8,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Poecilotriccus_calopterus,Poecilotriccus,Tyrannidae,Passeriformes,12.4,7.6,4.5,2.7,15.8,47.9,5.8,42,12.2,30,7.5,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Poecilotriccus_capitalis,Poecilotriccus,Tyrannidae,Passeriformes,12.9,8.1,5.2,3,16.2,48.5,6.1,42.4,12.5,30.8,8,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Poecilotriccus_fumifrons,Poecilotriccus,Tyrannidae,Passeriformes,13.7,8.5,4.4,3.3,17.3,43.8,5.3,37.2,12.4,33.9,6.6,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Poecilotriccus_latirostris,Poecilotriccus,Tyrannidae,Passeriformes,15,8.7,4.6,3.1,18.7,47.7,5.8,41.9,12.3,33.1,8.1,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Poecilotriccus_luluae,Poecilotriccus,Tyrannidae,Passeriformes,13.3,7.6,4.1,2.7,17.9,46.8,5.7,41.1,12.1,38.8,7.3,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Poecilotriccus_plumbeiceps,Poecilotriccus,Tyrannidae,Passeriformes,14,8.3,3.3,3,18.3,42.5,4,38.7,9.4,36.2,5.7,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Poecilotriccus_pulchellus,Poecilotriccus,Tyrannidae,Passeriformes,12,7.1,4.3,3.1,14.6,46.7,4.5,42.2,9.6,32.8,8,Updated_literature,NO,Forest,Carnivore,Invertivore,Insessorial
Poecilotriccus_ruficeps,Poecilotriccus,Tyrannidae,Passeriformes,13.2,7,3.7,2.7,16.7,46.5,4.8,42.5,10.1,34.7,8.8,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Poecilotriccus_russatus,Poecilotriccus,Tyrannidae,Passeriformes,13.8,8.2,4.4,3,18.9,48.2,4.2,44.1,8.6,32.2,8,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Poecilotriccus_senex,Poecilotriccus,Tyrannidae,Passeriformes,11.8,7.6,4.7,3.1,18,44.5,5.7,38.5,13.2,35.4,6.6,Inferred,YES,Forest,Carnivore,Invertivore,Insessorial
Poecilotriccus_sylvia,Poecilotriccus,Tyrannidae,Passeriformes,13.8,8.6,4.9,3.2,19.6,46.8,5.1,40.1,11.3,32.2,7.1,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Pogonotriccus_chapmani,Pogonotriccus,Tyrannidae,Passeriformes,11.8,6.8,3.4,3,16.3,57,10.2,46.8,17.9,55.2,8,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Pogonotriccus_eximius,Pogonotriccus,Tyrannidae,Passeriformes,10.9,6.2,3.4,2.8,14.9,53,9.2,43.8,17.4,48.5,7.5,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Pogonotriccus_lanyoni,Pogonotriccus,Tyrannidae,Passeriformes,9.3,6.6,3.1,2.7,14.2,50.5,8.5,42,16.8,45.5,8,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Pogonotriccus_ophthalmicus,Pogonotriccus,Tyrannidae,Passeriformes,10.7,6.2,3.7,3.3,15.3,59.6,9.7,49,16.5,56.6,9.2,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Pogonotriccus_orbitalis,Pogonotriccus,Tyrannidae,Passeriformes,12,6.7,3.6,2.7,15.3,51.5,9.8,41.8,18.9,43.5,7.1,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Pogonotriccus_poecilotis,Pogonotriccus,Tyrannidae,Passeriformes,11.7,6.4,2.9,2.5,15.6,57.4,9.7,47.7,16.8,52.3,8,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Pogonotriccus_venezuelanus,Pogonotriccus,Tyrannidae,Passeriformes,14.9,9.2,4.3,4.2,14.3,60,8.4,51.5,14.2,54.5,9,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Polioxolmis_rufipennis,Polioxolmis,Tyrannidae,Passeriformes,25,14.3,5.3,4.9,28.1,127.2,36.3,90.9,28.5,89.4,34.5,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Polystictus_pectoralis,Polystictus,Tyrannidae,Passeriformes,10.8,6.1,3.2,2.9,15,44.8,6.3,38.5,14,38.8,6.2,Dunning,NO,Grassland,Carnivore,Invertivore,Insessorial
Polystictus_superciliaris,Polystictus,Tyrannidae,Passeriformes,10.2,5.8,3,2.6,15,43.6,5.7,38,13,43.9,6,Dunning,NO,Shrubland,Carnivore,Invertivore,Insessorial
Pseudelaenia_leucospodia,Pseudelaenia,Tyrannidae,Passeriformes,12.1,6.4,3.5,3.2,18.2,59.9,10.7,49.4,17.8,52.5,11.9,Dunning,NO,Shrubland,Carnivore,Invertivore,Insessorial
Pseudocolopteryx_acutipennis,Pseudocolopteryx,Tyrannidae,Passeriformes,12.5,6.6,3.2,2.8,18.3,47.4,7.8,40,16.2,44.3,6.9,Dunning,NO,Shrubland,Carnivore,Invertivore,Insessorial
Pseudocolopteryx_citreola,Pseudocolopteryx,Tyrannidae,Passeriformes,14.8,8.1,3.3,3,18.8,49.3,8.9,40.3,18.1,49.2,7.5,DataFromSplit,NO,Wetland,Carnivore,Invertivore,Insessorial
Pseudocolopteryx_dinelliana,Pseudocolopteryx,Tyrannidae,Passeriformes,12.9,7,3,2.8,18.1,46.6,4.9,41.8,10.5,48.8,7.5,Inferred,YES,Wetland,Carnivore,Invertivore,Insessorial
Pseudocolopteryx_flaviventris,Pseudocolopteryx,Tyrannidae,Passeriformes,14.6,7.4,3.2,2.8,18.5,48.4,8,41.5,16.2,51,7.5,Dunning,NO,Wetland,Carnivore,Invertivore,Insessorial
Pseudocolopteryx_sclateri,Pseudocolopteryx,Tyrannidae,Passeriformes,9.8,6,3.1,3,17,42,6.7,36,15.6,43.9,8,Dunning,NO,Wetland,Carnivore,Invertivore,Insessorial
Pseudotriccus_pelzelni,Pseudotriccus,Tyrannidae,Passeriformes,11.5,6.4,3.9,3.2,19.3,53.8,9,44.8,16.6,43.2,10.9,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Pseudotriccus_ruficeps,Pseudotriccus,Tyrannidae,Passeriformes,11.6,6.2,3.8,3.2,22.7,55.8,6.8,49.3,12.2,43,11.3,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Pseudotriccus_simplex,Pseudotriccus,Tyrannidae,Passeriformes,12.5,6.3,3.4,3.1,19.7,53.9,7.5,46.3,14,43.4,9.5,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Pyrocephalus_nanus,Pyrocephalus,Tyrannidae,Passeriformes,14.4,9.3,5.2,3.6,19.9,63.2,16.7,49.8,22.4,58.2,14.4,DataFromSplit,YES,Woodland,Carnivore,Invertivore,Insessorial
Pyrocephalus_rubinus,Pyrocephalus,Tyrannidae,Passeriformes,14.4,9.7,5.4,4,16.7,74.3,16.7,57.7,22.4,57.6,14.4,Dunning,NO,Woodland,Carnivore,Invertivore,Insessorial
Pyrrhomyias_cinnamomeus,Pyrrhomyias,Tyrannidae,Passeriformes,13.6,7,5,3.1,12.8,69.9,15.8,53.8,22.7,61.3,9.9,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Ramphotrigon_fuscicauda,Ramphotrigon,Tyrannidae,Passeriformes,17,9.7,6.6,4.6,17.9,70.7,7.4,63.8,10.4,72.3,18.6,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Ramphotrigon_megacephalum,Ramphotrigon,Tyrannidae,Passeriformes,14,8.3,5.6,4.1,15.8,59,8.6,50.4,14.6,55.6,14.2,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Ramphotrigon_ruficauda,Ramphotrigon,Tyrannidae,Passeriformes,17.1,9.6,6.5,4.3,16.3,75.4,11,64,14.7,70.9,18.4,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Rhynchocyclus_aequinoctialis,Rhynchocyclus,Tyrannidae,Passeriformes,14.7,10.6,9.2,5.4,19.5,69,10.7,60.1,15.2,56,21.3,DataFromSplit,YES,Forest,Carnivore,Invertivore,Insessorial
Rhynchocyclus_brevirostris,Rhynchocyclus,Tyrannidae,Passeriformes,20.9,10.4,8.3,5.2,18.8,76.6,13.3,63.3,17.3,63.8,24.3,Dunning,NO,Forest,Omnivore,Invertivore,Insessorial
Rhynchocyclus_fulvipectus,Rhynchocyclus,Tyrannidae,Passeriformes,16.5,9,8.3,5.1,18.9,77.2,11.6,65.9,15.1,70.2,23.1,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Rhynchocyclus_olivaceus,Rhynchocyclus,Tyrannidae,Passeriformes,16.8,9.7,8.8,5.8,17.8,74.4,10.7,60.1,15.2,64.9,21.3,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Rhynchocyclus_pacificus,Rhynchocyclus,Tyrannidae,Passeriformes,19.4,10,9.2,5.7,18.6,78.6,12.2,66.4,15.7,66.2,25,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Rhytipterna_holerythra,Rhytipterna,Tyrannidae,Passeriformes,22.7,13.5,7.1,6.3,23.6,103.1,16.9,85.4,16.5,92.6,36.8,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Rhytipterna_immunda,Rhytipterna,Tyrannidae,Passeriformes,20,11.6,6,5.6,21.6,86,17.3,68.7,20.1,80.2,27.4,Dunning,NO,Shrubland,Carnivore,Invertivore,Insessorial
