species,Order,Family,Genus,Jetz_Order,Jetz_Family,Jetz_Genus,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Tail.Length,Mass,ExtinctionType,ExtinctionPeriod,ExtinctionPeriodMap,IslandEndemic,Isl_group_map,LAT,LON,Isl_group_map2,LAT2,LON2,Isl_group_map3,LAT3,LON3
Dendragapus_gilli,Galliformes,Phasianidae,Dendragapus,GALLIFORMES,Phasianidae,Dendragapus,28.31,14.26,9.76,10.5,43.8,228.49,76.59,134.81,884.86,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Dendrocygna_sp_Aitutaki,Anseriformes,Anatidae,Dendrocygna,ANSERIFORMES,Anatidae,Dendrocygna,52.66,32.91,18.35,16.62,54.59,239.6,74.88,73.18,1150,EX_A,EX_Other,EX_Other,Yes,Cook Islands,-20.219417,-158.905882,NA,NA,NA,NA,NA,NA
Dendroscansor_decurvirostris,Passeriformes,Acanthisittidae,Dendroscansor,PASSERIFORMES,Acanthisittidae,Extinct,16.76,9.47,3.46,3.51,24.25,54.34,9.41,30.72,30,EX_A,EX_Other,EX_Other,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Diaphorapteryx_hawkinsi,Gruiformes,Rallidae,Diaphorapteryx,GRUIFORMES,Rallidae,Extinct,81.25,50.98,9.77,16.02,65.16,207.56,28.38,109.22,2000,EX_IUCN,EX_IUCN,EX_IUCN,Yes,New Zealand Outlying Islands (East),-47.757303,179.03928,NA,NA,NA,NA,NA,NA
Didunculus_placopedetes,Columbiformes,Columbidae,Didunculus,COLUMBIFORMES,Columbidae,Didunculus,28.9,16.26,8.36,11.25,36,194.85,53.98,116.5,400,EX_A,EX_Other,EX_Other,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Dinornis_novaezealandiae,Dinornithiformes,Dinornithidae,Dinornis,Extinct,Extinct,Extinct,116.47,49.88,43.89,39.23,322.88,457.22,16.5,114.23,150000,EX_A,EX_Other,EX_Other,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Dinornis_robustus,Dinornithiformes,Dinornithidae,Dinornis,Extinct,Extinct,Extinct,133.94,56.28,49.13,43.84,399.9,545.84,18.72,135.18,238000,EX_A,EX_Other,EX_Other,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Drepanis_funerea,Passeriformes,Fringillidae,Drepanis,PASSERIFORMES,Fringillidae,Vestiaria,49.9,39,5.2,7.75,30.65,103.75,25.9,70.2,35.47,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Drepanis_pacifica,Passeriformes,Fringillidae,Drepanis,PASSERIFORMES,Fringillidae,Vestiaria,47.38,37.08,4.75,6.88,28.98,102.2,29.02,69,31.37,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Dromaius_baudinianus,Struthioniformes,Casuariidae,Dromaius,CASUARIIFORMES,Dromaiidae,Dromaius,72.97,25.29,20.03,18.45,279.76,153.74,0.15,254.8,18655.54,EX_IUCN,EX_IUCN,EX_IUCN,No,continental_Australasia,-24.306003,133.573578,NA,NA,NA,NA,NA,NA
Dromaius_minor,Struthioniformes,Casuariidae,Dromaius,CASUARIIFORMES,Dromaiidae,Dromaius,69,24.65,19.74,17.96,258.64,145.34,0.15,238.16,21500,EX_IUCN,EX_IUCN,EX_IUCN,No,continental_Australasia,-24.306003,133.573578,NA,NA,NA,NA,NA,NA
Dryolimnas_augusti,Gruiformes,Rallidae,Dryolimnas,GRUIFORMES,Rallidae,Dryolimnas,45.1,25.06,5.03,9.17,52.61,158.8,24.65,66.86,305.92,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Dryolimnas_chekei,Gruiformes,Rallidae,Dryolimnas,GRUIFORMES,Rallidae,Dryolimnas,41.48,22.87,4.51,7.52,49.76,147.65,21.24,61.14,184.59,EX_A,EX_Other,EX_POST1500,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Ducula_david,Columbiformes,Columbidae,Ducula,COLUMBIFORMES,Columbidae,Ducula,32.91,16.2,7.38,7.34,36.28,249.83,74.25,159.97,642.31,EX_A,EX_Other,EX_Other,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Ducula_harrisoni,Columbiformes,Columbidae,Ducula,COLUMBIFORMES,Columbidae,Ducula,36.67,17.82,7.94,7.96,39.58,280.11,83.22,166.81,727.71,EX_A,EX_Other,EX_Other,Yes,Pitcairn Islands,-24.367163,-128.327394,NA,NA,NA,NA,NA,NA
Ducula_lakeba,Columbiformes,Columbidae,Ducula,COLUMBIFORMES,Columbidae,Ducula,35.71,17.32,7.8,7.92,38.78,266.65,79.83,170.98,768.63,EX_A,EX_Other,EX_Other,Yes,Fiji Islands,-17.839196,179.456641,NA,NA,NA,NA,NA,NA
Ducula_shutleri,Columbiformes,Columbidae,Ducula,COLUMBIFORMES,Columbidae,Ducula,31.83,15.7,7.35,7.41,37.07,235.72,74.59,164.64,725.18,EX_A,EX_Other,EX_Other,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Ducula_tihonireasini,Columbiformes,Columbidae,Ducula,COLUMBIFORMES,Columbidae,Ducula,29.41,14.48,6.65,6.52,31.93,224.26,69.62,140.47,459.53,EX_A,EX_Other,EX_Other,Yes,Gambier Islands,-22.430041,-135.43067,NA,NA,NA,NA,NA,NA
Dysmorodrepanis_munroi,Passeriformes,Fringillidae,Dysmorodrepanis,PASSERIFORMES,Fringillidae,Extinct,16.78,11.28,6.09,7.59,21.4,86.3,20.93,52,26.09,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Dysmoropelia_dekarchiskos,Columbiformes,Columbidae,Dysmoropelia,COLUMBIFORMES,Columbidae,Extinct,28.24,13.66,5.06,6.32,35.99,204.89,54.19,131.94,311.71,EX_A,EX_Other,EX_Other,Yes,Saint Helena,-15.963769,-5.707724,NA,NA,NA,NA,NA,NA
Eclectus_infectus,Psittaciformes,Psittacidae,Eclectus,PSITTACIFORMES,Psittacidae,Eclectus,42.19,32.94,19.28,31.82,24.88,233.63,85.5,129.57,504.59,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Niue and Tonga Islands,-20.083178,-172.434056,New Hebrides / Vanuatu,-15.880916,167.814649,NA,NA,NA
Ectopistes_migratorius,Columbiformes,Columbidae,Ectopistes,COLUMBIFORMES,Columbidae,Extinct,19.82,10.24,4.07,5.64,29.71,209,93.12,196.33,142.52,EX_IUCN,EX_IUCN,EX_IUCN,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Emberiza_alcoveri,Passeriformes,Emberizidae,Emberiza,PASSERIFORMES,Emberizidae,Emberiza,14.54,8.56,4.52,5.78,21.62,83.25,16.11,69.42,24.06,EX_A,EX_Other,EX_Other,Yes,Canary Islands,28.004018,-15.596451,NA,NA,NA,NA,NA,NA
Emeus_crassus,Dinornithiformes,Emeidae,Emeus,Extinct,Extinct,Extinct,63.06,24.72,26.49,32.82,216.93,333.01,16.61,87.94,109600,EX_A,EX_Other,EX_Other,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Eopsaltria_sp_Eua,Passeriformes,Petroicidae,Eopsaltria,PASSERIFORMES,Petroicidae,Eopsaltria,15.69,8.87,4.18,4.24,20.91,84.45,19.26,63.17,19.8,EX_A,EX_Other,EX_Other,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Erithacus_sp_Canaries,Passeriformes,Muscicapidae,Erithacus,PASSERIFORMES,Muscicapidae,Erithacus,14.6,7.9,3.33,3.43,23.32,75,13.58,57.84,17.7,EX_A,EX_Other,EX_Other,Yes,Canary Islands,28.004018,-15.596451,NA,NA,NA,NA,NA,NA
Erythromachus_leguati,Gruiformes,Rallidae,Erythromachus,GRUIFORMES,Rallidae,Extinct,52.84,29.88,4.58,8.38,52.74,154.67,24.94,70.98,408.76,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Erythrura_sp_Rota,Passeriformes,Estrildidae,Erythrura,PASSERIFORMES,Estrildidae,Erythrura,14.57,10.08,6.69,8.28,18.32,65.47,12.78,47.87,19.4,EX_A,EX_Other,EX_POST1500,Yes,Mariana Islands,15.99253,145.811136,NA,NA,NA,NA,NA,NA
Eudocimus_peruvianus,Pelecaniformes,Threskiornithidae,Eudocimus,PELECANIFORMES,Threskiornithidae,Eudocimus,140.64,106.95,9.92,15.7,92,294.45,96.27,116.23,1111.28,EX_A,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Eudyptes_warhami,Sphenisciformes,Spheniscidae,Eudyptes,SPHENISCIFORMES,Spheniscidae,Eudyptes,55.22,34.35,14.86,21.08,28.88,118.07,5.58,77.06,2574.63,EX_A,EX_Other,EX_Other,Yes,New Zealand Outlying Islands (East),-47.757303,179.03928,NA,NA,NA,NA,NA,NA
Euphagus_magnirostris,Passeriformes,Icteridae,Euphagus,PASSERIFORMES,Icteridae,Euphagus,23.76,14.92,5.58,7.45,30,122.56,32.63,93.62,61.05,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Euryapteryx_curtus,Dinornithiformes,Emeidae,Euryapteryx,Extinct,Extinct,Extinct,59.57,25.3,27.11,30.35,144.99,256.39,15.34,62.09,40200,EX_A,EX_Other,EX_Other,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Falco_duboisi,Falconiformes,Falconidae,Falco,FALCONIFORMES,Falconidae,Falco,25.57,14.86,10.73,14.48,43.14,259.08,121.23,152.61,338.06,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Falco_kurochkini,Falconiformes,Falconidae,Falco,FALCONIFORMES,Falconidae,Falco,24.45,14.03,9.88,12.96,43.2,241.24,98.02,133.74,237.8,EX_A,EX_Other,EX_Other,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Forpus_sp_Abaco,Psittaciformes,Psittacidae,Forpus,PSITTACIFORMES,Psittacidae,Forpus,15.34,11.78,7.83,12.53,10.66,78.41,29.05,42.85,29.1,EX_U,EX_Other,EX_Other,Yes,"Bahamas, Turks and Caicos",23.358701,-75.150565,NA,NA,NA,NA,NA,NA
Foudia_delloni,Passeriformes,Ploceidae,Foudia,PASSERIFORMES,Ploceidae,Foudia,16.91,11.17,5.64,7.27,21,72.89,12.13,51.9,26.5,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Fratercula_dowi,Charadriiformes,Alcidae,Fratercula,CHARADRIIFORMES,Alcidae,Fratercula,31.74,22.44,9.77,20.02,25.95,171.45,87.52,50.39,375.55,EX_A,EX_Other,EX_Other,Yes,California_Channel_Islands,33.8167,-119.9329,NA,NA,NA,NA,NA,NA
Fregilupus_varius,Passeriformes,Sturnidae,Fregilupus,PASSERIFORMES,Sturnidae,Extinct,30.39,21.41,5.54,8.65,38.34,143.38,26.56,109,106.68,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Fringilla_sp_Graciosa,Passeriformes,Fringillidae,Fringilla,PASSERIFORMES,Fringillidae,Fringilla,17.36,11.46,7.5,8.55,22.41,91.79,21.42,79.81,31.75,EX_A,EX_Other,EX_Other,Yes,Azores,38.436955,-28.2947,NA,NA,NA,NA,NA,NA
Fringilla_sp_Pico,Passeriformes,Fringillidae,Fringilla,PASSERIFORMES,Fringillidae,Fringilla,16.45,11,7.53,8.99,21.71,92.41,23.87,76.89,27.12,EX_A,EX_Other,EX_Other,Yes,Azores,38.436955,-28.2947,NA,NA,NA,NA,NA,NA
Fringillidae_sp_Madeira,Passeriformes,Fringillidae,Fringillidae_sp.,PASSERIFORMES,Fringillidae,NA,14.16,9.46,5.25,6.43,17.48,71.28,17.92,50.18,16.6,EX_A,EX_Other,EX_Other,Yes,Madeira,32.764014,-16.932176,NA,NA,NA,NA,NA,NA
Fulica_chathamensis,Gruiformes,Rallidae,Fulica,GRUIFORMES,Rallidae,Fulica,42.56,21.7,8.89,14.13,84.38,259.15,73.53,76.17,1750,EX_A,EX_Other,EX_Other,Yes,New Zealand Outlying Islands (East),-47.757303,179.03928,NA,NA,NA,NA,NA,NA
Fulica_montanei,Gruiformes,Rallidae,Fulica,GRUIFORMES,Rallidae,Fulica,39.64,20.12,7.45,11.99,71.68,234.91,70.57,63.55,992.11,EX_A,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Fulica_newtonii,Gruiformes,Rallidae,Fulica,GRUIFORMES,Rallidae,Fulica,41.55,21.42,8.68,13.29,76.05,268.12,86.71,68.74,1132.08,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Fulica_prisca,Gruiformes,Rallidae,Fulica,GRUIFORMES,Rallidae,Fulica,42.83,21.59,7.94,13.01,78.74,242.59,70.95,67,1285.91,EX_A,EX_Other,EX_Other,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Gallicolumba_sp_Rota,Columbiformes,Columbidae,Gallicolumba,COLUMBIFORMES,Columbidae,Gallicolumba,23.98,11.22,4.07,5.33,37.92,172.18,46.91,104.58,275,EX_A,EX_Other,EX_POST1500,Yes,Mariana Islands,15.99253,145.811136,NA,NA,NA,NA,NA,NA
Gallicolumba_sp_Rurutu_1,Columbiformes,Columbidae,Gallicolumba,COLUMBIFORMES,Columbidae,Gallicolumba,21.44,10.01,3.68,4.75,34.27,154.77,42.82,93.55,196,EX_A,EX_Other,EX_Other,Yes,Austral Islands,-23.013194,-150.247724,NA,NA,NA,NA,NA,NA
Gallicolumba_sp_Rurutu_2,Columbiformes,Columbidae,Gallicolumba,COLUMBIFORMES,Columbidae,Gallicolumba,21.52,10.05,3.69,4.77,34.25,155.05,42.7,93.59,196,EX_A,EX_Other,EX_POST1500,Yes,Austral Islands,-23.013194,-150.247724,NA,NA,NA,NA,NA,NA
Gallicolumba_sp_Tubuai,Columbiformes,Columbidae,Gallicolumba,COLUMBIFORMES,Columbidae,Gallicolumba,21.47,10.05,3.69,4.75,34.24,155.15,42.52,94,196,EX_A,EX_Other,EX_Other,Yes,Austral Islands,-23.013194,-150.247724,NA,NA,NA,NA,NA,NA
Gallinago_kakuki,Charadriiformes,Scolopacidae,Gallinago,CHARADRIIFORMES,Scolopacidae,Gallinago,74.1,58.54,5.36,7.96,36.06,128.26,50.1,55.37,192.38,EX_A,EX_Other,EX_Other,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,"Bahamas, Turks and Caicos",23.358701,-75.150565,NA,NA,NA
Gallinula_nesiotis,Gruiformes,Rallidae,Gallinula,GRUIFORMES,Rallidae,Gallinula,34.26,15.91,5.4,9.67,49.35,139,42.43,67.5,391.06,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Tristan da Cunha Islands,-37.274022,-12.453734,NA,NA,NA,NA,NA,NA
Gallinula_sp_Eua,Gruiformes,Rallidae,Gallinula,GRUIFORMES,Rallidae,Gallinula,32.59,17.57,5.51,9.56,50.29,178.03,49.29,70.93,426.3,EX_A,EX_Other,EX_Other,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Gallirallus_astolfoi,Gruiformes,Rallidae,Gallirallus,GRUIFORMES,Rallidae,Gallirallus,35.68,19.56,4.75,8.85,44.37,108.07,5.51,74.57,213.3,EX_A,EX_Other,EX_POST1500,Yes,Austral Islands,-23.013194,-150.247724,NA,NA,NA,NA,NA,NA
Gallirallus_epulare,Gruiformes,Rallidae,Gallirallus,GRUIFORMES,Rallidae,Gallirallus,39.3,21.43,5.1,9.6,50.26,117.48,5.76,82.4,268.66,EX_A,EX_Other,EX_Other,Yes,Marquesas,-9.555453,-139.438929,NA,NA,NA,NA,NA,NA
Gallirallus_ernstmayri,Gruiformes,Rallidae,Gallirallus,GRUIFORMES,Rallidae,Gallirallus,43.01,23.38,5.54,10.55,55.5,129.5,6.21,91.48,350.91,EX_A,EX_Other,EX_Other,Yes,Bismarck Archipelago,-5.6367,151.116865,NA,NA,NA,NA,NA,NA
Gallirallus_gracilitibia,Gruiformes,Rallidae,Gallirallus,GRUIFORMES,Rallidae,Gallirallus,39.6,21.55,5.12,9.64,50.45,119.06,5.88,82.79,270.02,EX_A,EX_Other,EX_Other,Yes,Marquesas,-9.555453,-139.438929,NA,NA,NA,NA,NA,NA
Gallirallus_huiatua,Gruiformes,Rallidae,Gallirallus,GRUIFORMES,Rallidae,Gallirallus,36.89,20.14,4.83,9.09,46.41,112.22,5.72,77.14,230.19,EX_A,EX_Other,EX_Other,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Gallirallus_lafresnayanus,Gruiformes,Rallidae,Gallirallus,GRUIFORMES,Rallidae,Gallirallus,58,34.2,6.05,9.75,59.33,184,0.1,107,322.02,EX_IUCN,EX_IUCN,EX_IUCN,Yes,New Caledonia,-21.369993,166.149178,NA,NA,NA,NA,NA,NA
Gallirallus_pendiculentus,Gruiformes,Rallidae,Gallirallus,GRUIFORMES,Rallidae,Gallirallus,39.17,21.57,5.23,9.96,49.16,116.12,6.35,74.44,299.07,EX_A,EX_Other,EX_Other,Yes,Mariana Islands,15.99253,145.811136,NA,NA,NA,NA,NA,NA
Gallirallus_pisonii,Gruiformes,Rallidae,Gallirallus,GRUIFORMES,Rallidae,Gallirallus,37.94,20.66,4.92,9.2,48.47,114.86,5.7,79.3,238.67,EX_A,EX_Other,EX_Other,Yes,Mariana Islands,15.99253,145.811136,NA,NA,NA,NA,NA,NA
Gallirallus_roletti,Gruiformes,Rallidae,Gallirallus,GRUIFORMES,Rallidae,Gallirallus,41.19,22.5,5.39,10.28,53.22,124.61,6.05,88.64,329.82,EX_A,EX_Other,EX_Other,Yes,Marquesas,-9.555453,-139.438929,NA,NA,NA,NA,NA,NA
Gallirallus_sp_Haafeva,Gruiformes,Rallidae,Gallirallus,GRUIFORMES,Rallidae,Gallirallus,37.26,20.25,4.86,9.11,48.36,112.86,5.46,79.37,226,EX_A,EX_Other,EX_Other,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Gallirallus_sp_Rurutu,Gruiformes,Rallidae,Gallirallus,GRUIFORMES,Rallidae,Gallirallus,37.1,20.12,4.85,9.08,48.14,112.17,5.46,78.61,226,EX_A,EX_Other,EX_Other,Yes,Austral Islands,-23.013194,-150.247724,NA,NA,NA,NA,NA,NA
Gallirallus_sp_Saipan,Gruiformes,Rallidae,Gallirallus,GRUIFORMES,Rallidae,Gallirallus,37.34,20.28,4.85,9.1,48.29,112.7,5.46,79.16,226,EX_A,EX_Other,EX_Other,Yes,Mariana Islands,15.99253,145.811136,NA,NA,NA,NA,NA,NA
Gallirallus_storrsolsoni,Gruiformes,Rallidae,Gallirallus,GRUIFORMES,Rallidae,Gallirallus,39.04,21.28,5.15,9.69,50.14,117.38,5.9,83.37,281.9,EX_A,EX_Other,EX_Other,Yes,Society Islands,-17.208191,-151.278983,NA,NA,NA,NA,NA,NA
Gallirallus_temptatus,Gruiformes,Rallidae,Gallirallus,GRUIFORMES,Rallidae,Gallirallus,40.17,21.9,5.23,9.9,51.17,121.58,5.96,84.75,290.29,EX_A,EX_Other,EX_Other,Yes,Mariana Islands,15.99253,145.811136,NA,NA,NA,NA,NA,NA
Gallirallus_vekamatolu,Gruiformes,Rallidae,Gallirallus,GRUIFORMES,Rallidae,Gallirallus,44.06,23.79,5.65,10.82,57,131.42,6.21,93.63,372.16,EX_A,EX_Other,EX_Other,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Genyornis_newtoni,Gastornithiformes,Dromornithidae,Genyornis,Extinct,Extinct,Extinct,142.66,62.86,32.25,34.11,253.48,235,19.9,224.77,17534.9,EX_A,EX_Other,EX_Other,No,continental_Australasia,-24.306003,133.573578,NA,NA,NA,NA,NA,NA
Geokichla_longitarsus,Passeriformes,Turdidae,Geokichla,PASSERIFORMES,Turdidae,Zoothera,22.28,13.11,5.03,5.85,31.57,105.72,24.18,75.03,53.43,EX_A,EX_Other,EX_POST1500,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Geotrygon_larva,Columbiformes,Columbidae,Geotrygon,COLUMBIFORMES,Columbidae,Geotrygon,22.05,10.13,3.52,4.78,35.77,163.67,46.52,91.39,204.78,EX_A,EX_Other,EX_Other,Yes,Hispaniola & Puerto Rico,18.622502,-69.234426,NA,NA,NA,NA,NA,NA
Geronogyps_reliquus,Cathartiformes,Cathartidae,Geronogyps,ACCIPITRIFORMES,Cathartidae,Extinct,81.52,48.39,23.96,27.89,107.11,571.68,148.15,331.01,7867.89,EX_A,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Gerygone_insularis,Passeriformes,Acanthizidae,Gerygone,PASSERIFORMES,Acanthizidae,Gerygone,15.24,7.62,3.08,3.15,20.32,55.88,9.1,50.8,9.02,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Lord Howe Islands,-31.579806,159.091911,NA,NA,NA,NA,NA,NA
Gigantohierax_suarezi,Accipitriformes,Accipitridae,Gigantohierax,ACCIPITRIFORMES,Accipitridae,Extinct,60.67,35.79,18.52,28.68,104.85,508.76,152.12,338.64,2927.71,EX_U,EX_Other,EX_Other,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Grallistrix_auceps,Strigiformes,Strigidae,Grallistrix,STRIGIFORMES,Strigidae,Extinct,37.49,21.42,11.18,18.55,63.08,259.24,51.9,140.82,508.32,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Grallistrix_erdmani,Strigiformes,Strigidae,Grallistrix,STRIGIFORMES,Strigidae,Extinct,34.75,19.98,10.38,16.96,59.77,242.82,51.64,129.65,407.58,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Grallistrix_geleches,Strigiformes,Strigidae,Grallistrix,STRIGIFORMES,Strigidae,Extinct,38.14,21.76,11.16,18.32,66.82,260.03,52.56,148.47,529.93,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Grallistrix_orion,Strigiformes,Strigidae,Grallistrix,STRIGIFORMES,Strigidae,Extinct,34.98,20.09,10.46,16.92,59.69,241.1,51.25,132.96,423.1,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Antigone_cubensis,Gruiformes,Gruidae,Antigone,GRUIFORMES,Gruidae,Grus,139.58,82.08,13.11,21.15,236.71,577.5,224.58,217.46,5990.88,EX_U,EX_Other,EX_Other,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Grus_pagei,Gruiformes,Gruidae,Grus,GRUIFORMES,Gruidae,Grus,104.87,60.72,11.02,15.81,182.6,511.44,211.36,169.32,3181.04,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Grus_sp_Caicos,Gruiformes,Gruidae,Grus,GRUIFORMES,Gruidae,Grus,128.56,74.28,13.23,19.4,229.08,608.75,233.28,212.34,5826,EX_A,EX_Other,EX_Other,Yes,"Bahamas, Turks and Caicos",23.358701,-75.150565,NA,NA,NA,NA,NA,NA
Gymnogyps_amplus,Cathartiformes,Cathartidae,Gymnogyps,ACCIPITRIFORMES,Cathartidae,Gymnogyps,96.34,58.25,28.39,34.51,118.21,715.13,267.78,364.02,8480.59,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Gymnogyps_howardae,Cathartiformes,Cathartidae,Gymnogyps,ACCIPITRIFORMES,Cathartidae,Gymnogyps,91.76,55.46,27.27,32.97,112.41,682.13,260,358.02,7599.39,EX_A,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Gymnogyps_varonai,Cathartiformes,Cathartidae,Gymnogyps,ACCIPITRIFORMES,Cathartidae,Gymnogyps,101.86,61.07,29.39,36.01,129.06,754.12,263.97,384.59,9503.27,EX_U,EX_Other,EX_Other,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Gyps_melitensis,Accipitriformes,Accipitridae,Gyps,ACCIPITRIFORMES,Accipitridae,Gyps,80.74,48.8,23.55,33.8,110.26,611.99,255.32,286.31,6694.65,EX_A,EX_Other,EX_Other,No,continental_Palearctic,57.499934,80.873219,NA,NA,NA,NA,NA,NA
Haematopus_meadewaldoi,Charadriiformes,Haematopodidae,Haematopus,CHARADRIIFORMES,Haematopodidae,Haematopus,86.63,61.96,8.6,14.23,53.24,249.67,110.92,104.89,700,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Canary Islands,28.004018,-15.596451,NA,NA,NA,NA,NA,NA
Hemignathus_lucidus,Passeriformes,Fringillidae,Hemignathus,PASSERIFORMES,Fringillidae,Hemignathus,28.26,22.59,3.84,5.01,21.57,73.66,15.12,47,26.22,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Hemignathus_upupirostris,Passeriformes,Fringillidae,Hemignathus,PASSERIFORMES,Fringillidae,Hemignathus,21.04,14.56,4.05,4.87,20.52,61.54,12.62,45.28,19.26,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Hemignathus_vorpalis,Passeriformes,Fringillidae,Hemignathus,PASSERIFORMES,Fringillidae,Hemignathus,32.03,21.87,5.81,7.3,32.42,92.97,16.25,70.22,56.88,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Henocitta_brodkorbii,Passeriformes,Corvidae,Henocitta,PASSERIFORMES,Corvidae,Extinct,36.02,23,10.03,11.79,40.41,164.83,29.67,152.9,146.7,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Heteralocha_acutirostris,Passeriformes,Callaeidae,Heteralocha,PASSERIFORMES,Callaeatidae,Extinct,76.69,60.8,8.23,12.38,78.76,190,18.37,180.52,280.79,EX_IUCN,EX_IUCN,EX_IUCN,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
