species,species_BirdLife,Extant,ExtinctionPeriod,ExtinctionType,IslandEndemic,IUCN,GenLength,IslandEndemic2
Galbula_leucogastra,Galbula_leucogastra,Extant,Current,Current,No,LC,3.163,No
Galbalcyrhynchus_leucotis,Galbalcyrhynchus_leucotis,Extant,Current,Current,No,LC,3.071,No
Galbalcyrhynchus_purusianus,Galbalcyrhynchus_purusianus,Extant,Current,Current,No,LC,3.057,No
Jacamerops_aureus,Jacamerops_aureus,Extant,Current,Current,No,LC,3.328,No
Brachygalba_salmoni,Brachygalba_salmoni,Extant,Current,Current,No,LC,2.423,No
Brachygalba_lugubris,Brachygalba_lugubris,Extant,Current,Current,No,LC,2.578,No
Brachygalba_albogularis,Brachygalba_albogularis,Extant,Current,Current,No,LC,2.428,No
Brachygalba_goeringi,Brachygalba_goeringi,Extant,Current,Current,No,LC,2.28,No
Jacamaralcyon_tridactyla,Jacamaralcyon_tridactyla,Extant,Current,Current,No,NT,2.609,No
Notharchus_macrorhynchos,Notharchus_macrorhynchos,Extant,Current,Current,No,LC,4.043,No
Notharchus_pectoralis,Notharchus_pectoralis,Extant,Current,Current,No,LC,3.619,No
Notharchus_hyperrhynchus,Notharchus_hyperrhynchus,Extant,Current,Current,No,LC,3.681,No
Notharchus_tectus,Multiple,Extant,Current,Current,No,LC,2.8085,No
Notharchus_ordii,Notharchus_ordii,Extant,Current,Current,No,LC,3.424,No
Notharchus_swainsoni,Notharchus_swainsoni,Extant,Current,Current,No,LC,3.452,No
Nonnula_brunnea,Nonnula_brunnea,Extant,Current,Current,No,LC,2.528,No
Nonnula_amaurocephala,Nonnula_amaurocephala,Extant,Current,Current,No,LC,2.554,No
Nonnula_rubecula,Nonnula_rubecula,Extant,Current,Current,No,LC,2.458,No
Nonnula_sclateri,Nonnula_sclateri,Extant,Current,Current,No,LC,2.632,No
Nonnula_ruficapilla,Nonnula_ruficapilla,Extant,Current,Current,No,LC,2.542,No
Nonnula_frontalis,Nonnula_frontalis,Extant,Current,Current,No,LC,2.621,No
Hapaloptila_castanea,Hapaloptila_castanea,Extant,Current,Current,No,LC,4.11,No
Hypnelus_ruficollis,Multiple,Extant,Current,Current,No,LC,2.874,No
Micromonacha_lanceolata,Micromonacha_lanceolata,Extant,Current,Current,No,LC,2.987,No
Malacoptila_fulvogularis,Malacoptila_fulvogularis,Extant,Current,Current,No,LC,3.523,No
Malacoptila_mystacalis,Malacoptila_mystacalis,Extant,Current,Current,No,LC,3.352,No
Malacoptila_striata,Multiple,Extant,Current,Current,No,LC,2.8045,No
Malacoptila_semicincta,Malacoptila_semicincta,Extant,Current,Current,No,LC,3.271,No
Malacoptila_panamensis,Malacoptila_panamensis,Extant,Current,Current,No,LC,3.384,No
Malacoptila_fusca,Malacoptila_fusca,Extant,Current,Current,No,LC,3.069,No
Malacoptila_rufa,Malacoptila_rufa,Extant,Current,Current,No,LC,3.041,No
Bucco_noanamae,Nystactes_noanamae,Extant,Current,Current,No,NT,3.202,No
Chelidoptera_tenebrosa,Chelidoptera_tenebrosa,Extant,Current,Current,No,LC,3.731,No
Bucco_capensis,Bucco_capensis,Extant,Current,Current,No,LC,3.275,No
Nystalus_maculatus,Nystalus_maculatus,Extant,Current,Current,No,LC,3.465,No
Nystalus_chacuru,Nystalus_chacuru,Extant,Current,Current,No,LC,3.428,No
Nystalus_radiatus,Nystalus_radiatus,Extant,Current,Current,No,LC,3.284,No
Nystalus_striolatus,Nystalus_striolatus,Extant,Current,Current,No,LC,2.944,No
Bucco_macrodactylus,Cyphos_macrodactylus,Extant,Current,Current,No,LC,2.642,No
Bucco_tamatia,Nystactes_tamatia,Extant,Current,Current,No,LC,3.439,No
Monasa_atra,Monasa_atra,Extant,Current,Current,No,LC,3.888,No
Monasa_morphoeus,Monasa_morphoeus,Extant,Current,Current,No,LC,3.98,No
Monasa_flavirostris,Monasa_flavirostris,Extant,Current,Current,No,LC,3.621,No
Monasa_nigrifrons,Monasa_nigrifrons,Extant,Current,Current,No,LC,3.621,No
Ramphastos_toco,Ramphastos_toco,Extant,Current,Current,No,LC,5.74,No
Ramphastos_sulfuratus,Ramphastos_sulfuratus,Extant,Current,Current,No,NT,5.458,No
Ramphastos_tucanus,Multiple,Extant,Current,Current,No,LC,4.6275,No
Ramphastos_swainsonii,Ramphastos_ambiguus,Extant,Current,Current,No,NT,5.74,No
Ramphastos_ambiguus,Ramphastos_ambiguus,Extant,Current,Current,No,NT,5.74,No
Ramphastos_dicolorus,Ramphastos_dicolorus,Extant,Current,Current,No,LC,4.725,No
Ramphastos_vitellinus,Multiple,Extant,Current,Current,No,LC,3.184,No
Ramphastos_brevis,Ramphastos_brevis,Extant,Current,Current,No,LC,5.492,No
Aulacorhynchus_prasinus,Multiple,Extant,Current,Current,No,LC,2.353,No
Aulacorhynchus_huallagae,Aulacorhynchus_huallagae,Extant,Current,Current,No,EN,4.956,No
Aulacorhynchus_coeruleicinctis,Aulacorhynchus_coeruleicinctis,Extant,Current,Current,No,LC,4.652,No
Aulacorhynchus_sulcatus,Aulacorhynchus_sulcatus,Extant,Current,Current,No,LC,4.424,No
Aulacorhynchus_derbianus,Multiple,Extant,Current,Current,No,LC,3.4795,No
Aulacorhynchus_haematopygus,Aulacorhynchus_haematopygus,Extant,Current,Current,No,LC,3.948,No
Andigena_nigrirostris,Andigena_nigrirostris,Extant,Current,Current,No,LC,4.883,No
Andigena_cucullata,Andigena_cucullata,Extant,Current,Current,No,LC,5.121,No
Andigena_laminirostris,Andigena_laminirostris,Extant,Current,Current,No,NT,5.165,No
Andigena_hypoglauca,Andigena_hypoglauca,Extant,Current,Current,No,NT,5.277,No
Selenidera_spectabilis,Selenidera_spectabilis,Extant,Current,Current,No,LC,4.373,No
Selenidera_maculirostris,Selenidera_maculirostris,Extant,Current,Current,No,LC,4.474,No
Selenidera_gouldii,Selenidera_gouldii,Extant,Current,Current,No,LC,4.572,No
Selenidera_reinwardtii,Multiple,Extant,Current,Current,No,LC,3.45,No
Selenidera_nattereri,Selenidera_nattereri,Extant,Current,Current,No,LC,4.536,No
Selenidera_piperivora,Selenidera_piperivora,Extant,Current,Current,No,LC,4.322,No
Pteroglossus_bailloni,Pteroglossus_bailloni,Extant,Current,Current,No,NT,4.365,No
Pteroglossus_viridis,Pteroglossus_viridis,Extant,Current,Current,No,LC,3.96,No
Pteroglossus_inscriptus,Multiple,Extant,Current,Current,No,LC,3.268,No
Pteroglossus_beauharnaesii,Pteroglossus_beauharnaisii,Extant,Current,Current,No,LC,4.794,No
Pteroglossus_bitorquatus,Multiple,Extant,Current,Current,No,NT,3.1555,No
Pteroglossus_aracari,Pteroglossus_aracari,Extant,Current,Current,No,LC,4.613,No
Pteroglossus_castanotis,Pteroglossus_castanotis,Extant,Current,Current,No,LC,5.259,No
Pteroglossus_pluricinctus,Pteroglossus_pluricinctus,Extant,Current,Current,No,LC,5.084,No
Pteroglossus_torquatus,Multiple,Extant,Current,Current,No,LC,2.353,No
Pteroglossus_frantzii,Pteroglossus_frantzii,Extant,Current,Current,No,LC,5.238,No
Pteroglossus_azara,Pteroglossus_azara,Extant,Current,Current,No,LC,4.015,No
Semnornis_ramphastinus,Semnornis_ramphastinus,Extant,Current,Current,No,NT,3.974,No
Semnornis_frantzii,Semnornis_frantzii,Extant,Current,Current,No,LC,3.514,No
Capito_dayi,Capito_dayi,Extant,Current,Current,No,VU,3.627,No
Capito_aurovirens,Capito_aurovirens,Extant,Current,Current,No,LC,3.565,No
Capito_brunneipectus,Capito_brunneipectus,Extant,Current,Current,No,LC,3.584,No
Capito_wallacei,Multiple,Extant,Current,Current,No,NT,3.015,No
Capito_maculicoronatus,Capito_maculicoronatus,Extant,Current,Current,No,LC,3.479,No
Capito_squamatus,Capito_squamatus,Extant,Current,Current,No,LC,2.887,No
Capito_auratus,Capito_auratus,Extant,Current,Current,No,LC,3.574,No
Capito_niger,Capito_niger,Extant,Current,Current,No,LC,3.074,No
Capito_quinticolor,Capito_quinticolor,Extant,Current,Current,No,NT,3.609,No
Capito_hypoleucus,Capito_hypoleucus,Extant,Current,Current,No,VU,3.703,No
Eubucco_bourcierii,Eubucco_bourcierii,Extant,Current,Current,No,LC,2.61,No
Eubucco_tucinkae,Eubucco_tucinkae,Extant,Current,Current,No,LC,2.944,No
Eubucco_versicolor,Multiple,Extant,Current,Current,No,LC,2.353,No
Eubucco_richardsoni,Multiple,Extant,Current,Current,No,LC,2.769,No
Tricholaema_hirsuta,Tricholaema_hirsuta,Extant,Current,Current,No,LC,3.522,No
Lybius_rolleti,Pogonornis_rolleti,Extant,Current,Current,No,LC,4.473,No
Tricholaema_leucomelas,Tricholaema_leucomelas,Extant,Current,Current,No,LC,3.315,No
Tricholaema_diademata,Tricholaema_diademata,Extant,Current,Current,No,LC,3.036,No
Tricholaema_frontata,Tricholaema_frontata,Extant,Current,Current,No,LC,3.197,No
Lybius_leucocephalus,Multiple,Extant,Current,Current,No,LC,4.66,No
Lybius_chaplini,Lybius_chaplini,Extant,Current,Current,No,VU,4.492,No
Tricholaema_lacrymosa,Tricholaema_lacrymosa,Extant,Current,Current,No,LC,2.611,No
Lybius_vieilloti,Lybius_vieilloti,Extant,Current,Current,No,LC,5.324,No
Lybius_torquatus,Lybius_torquatus,Extant,Current,Current,No,LC,4.281,No
Lybius_undatus,Lybius_undatus,Extant,Current,Current,No,LC,4.029,No
Lybius_minor,Multiple,Extant,Current,Current,No,LC,2.6305,No
Lybius_guifsobalito,Lybius_guifsobalito,Extant,Current,Current,No,LC,4.367,No
Lybius_dubius,Pogonornis_dubius,Extant,Current,Current,No,LC,4.086,No
Lybius_bidentatus,Pogonornis_bidentatus,Extant,Current,Current,No,LC,3.831,No
Lybius_melanopterus,Pogonornis_melanopterus,Extant,Current,Current,No,LC,3.273,No
Lybius_rubrifacies,Lybius_rubrifacies,Extant,Current,Current,No,NT,4.85,No
Tricholaema_melanocephala,Tricholaema_melanocephala,Extant,Current,Current,No,LC,2.857,No
Pogoniulus_coryphaeus,Pogoniulus_coryphaea,Extant,Current,Current,No,LC,2.066,No
Pogoniulus_subsulphureus,Pogoniulus_subsulphureus,Extant,Current,Current,No,LC,2.305,No
Pogoniulus_simplex,Pogoniulus_simplex,Extant,Current,Current,No,LC,2.265,No
Pogoniulus_pusillus,Pogoniulus_pusillus,Extant,Current,Current,No,LC,2.132,No
Pogoniulus_chrysoconus,Pogoniulus_chrysoconus,Extant,Current,Current,No,LC,2.319,No
Pogoniulus_makawai,Pogoniulus_makawai,Extant,Current,Current,No,DD,2.31,No
Pogoniulus_scolopaceus,Pogoniulus_scolopaceus,Extant,Current,Current,No,LC,2.534,No
Pogoniulus_atroflavus,Pogoniulus_atroflavus,Extant,Current,Current,No,LC,2.634,No
Pogoniulus_leucomystax,Pogoniulus_leucomystax,Extant,Current,Current,No,LC,2.363,No
Pogoniulus_bilineatus,Pogoniulus_bilineatus,Extant,Current,Current,No,LC,2.281,No
Gymnobucco_peli,Gymnobucco_peli,Extant,Current,Current,No,LC,3.148,No
Gymnobucco_sladeni,Gymnobucco_sladeni,Extant,Current,Current,No,LC,3.65,No
Gymnobucco_calvus,Multiple,Extant,Current,Current,No,LC,2.79,No
Gymnobucco_bonapartei,Multiple,Extant,Current,Current,No,LC,2.653,No
Stactolaema_whytii,Stactolaema_whytii,Extant,Current,Current,No,LC,3.053,No
Stactolaema_leucotis,Multiple,Extant,Current,Current,No,LC,2.6085,No
Stactolaema_anchietae,Stactolaema_anchietae,Extant,Current,Current,No,LC,2.946,No
Stactolaema_olivacea,Cryptolybia_olivacea,Extant,Current,Current,No,LC,2.612,No
Buccanodon_duchaillui,Multiple,Extant,Current,Current,No,LC,3.374,No
Trachyphonus_purpuratus,Multiple,Extant,Current,Current,No,LC,2.353,No
Trachyphonus_vaillantii,Trachyphonus_vaillantii,Extant,Current,Current,No,LC,3.531,No
Trachyphonus_margaritatus,Trachyphonus_margaritatus,Extant,Current,Current,No,LC,3.613,No
Trachyphonus_erythrocephalus,Trachyphonus_erythrocephalus,Extant,Current,Current,No,LC,3.218,No
Trachyphonus_darnaudii,Multiple,Extant,Current,Current,No,LC,2.778,No
Trachyphonus_usambiro,Trachyphonus_usambiro,Extant,Current,Current,No,LC,3.203,No
Megalaima_javensis,Psilopogon_javensis,Extant,Current,Current,No,NT,4.348,No
Megalaima_armillaris,Psilopogon_armillaris,Extant,Current,Current,No,LC,3.805,No
Megalaima_haemacephala,Psilopogon_haemacephalus,Extant,Current,Current,No,LC,3.088,No
Megalaima_rubricapillus,Multiple,Extant,Current,Current,No,LC,2.757,No
Megalaima_rafflesii,Psilopogon_rafflesii,Extant,Current,Current,No,NT,4.304,No
Megalaima_lagrandieri,Psilopogon_lagrandieri,Extant,Current,Current,No,LC,3.909,No
Megalaima_eximia,Psilopogon_eximius,Extant,Current,Current,No,LC,3.935,No
Megalaima_mystacophanos,Psilopogon_mystacophanos,Extant,Current,Current,No,NT,3.493,No
Psilopogon_pyrolophus,Psilopogon_pyrolophus,Extant,Current,Current,No,LC,4.451,No
Megalaima_henricii,Psilopogon_henricii,Extant,Current,Current,No,NT,3.787,No
Megalaima_viridis,Psilopogon_viridis,Extant,Current,Current,No,LC,3.625,No
Megalaima_virens,Psilopogon_virens,Extant,Current,Current,No,LC,4.325,No
Megalaima_faiostricta,Psilopogon_faiostrictus,Extant,Current,Current,No,LC,4.104,No
Megalaima_flavifrons,Psilopogon_flavifrons,Extant,Current,Current,No,LC,3.474,No
Megalaima_australis,Multiple,Extant,Current,Current,No,LC,2.353,No
Megalaima_faber,Psilopogon_faber,Extant,Current,Current,No,LC,3.784,No
Megalaima_corvina,Psilopogon_corvinus,Extant,Current,Current,No,LC,4.458,No
Megalaima_oorti,Multiple,Extant,Current,Current,No,LC,2.965,No
Megalaima_nuchalis,Psilopogon_nuchalis,Extant,Current,Current,No,LC,3.782,No
Megalaima_asiatica,Multiple,Extant,Current,Current,No,LC,3.071,No
Megalaima_zeylanica,Psilopogon_zeylanicus,Extant,Current,Current,No,LC,3.986,No
Megalaima_franklinii,Multiple,Extant,Current,Current,No,LC,2.7615,No
Megalaima_incognita,Psilopogon_incognitus,Extant,Current,Current,No,LC,3.854,No
Megalaima_chrysopogon,Psilopogon_chrysopogon,Extant,Current,Current,No,LC,4.594,No
Megalaima_monticola,Psilopogon_monticola,Extant,Current,Current,No,LC,3.937,No
Megalaima_lineata,Psilopogon_lineatus,Extant,Current,Current,No,LC,4.139,No
Megalaima_pulcherrima,Psilopogon_pulcherrimus,Extant,Current,Current,No,LC,3.662,No
Calorhamphus_fuliginosus,Multiple,Extant,Current,Current,No,LC,2.8,No
Sasia_africana,Verreauxia_africana,Extant,Current,Current,No,LC,2.504,No
Sasia_abnormis,Sasia_abnormis,Extant,Current,Current,No,LC,2.369,No
Sasia_ochracea,Sasia_ochracea,Extant,Current,Current,No,LC,2.27,No
Picumnus_nebulosus,Picumnus_nebulosus,Extant,Current,Current,No,NT,2.339,No
Picumnus_spilogaster,Picumnus_spilogaster,Extant,Current,Current,No,VU,2.467,No
Picumnus_dorbignyanus,Picumnus_dorbignyanus,Extant,Current,Current,No,LC,2.264,No
Picumnus_temminckii,Picumnus_temminckii,Extant,Current,Current,No,LC,2.351,No
Picumnus_limae,Picumnus_limae,Extant,Current,Current,No,LC,2.405,No
Picumnus_varzeae,Picumnus_varzeae,Extant,Current,Current,No,EN,2.415,No
Picumnus_cirratus,Picumnus_cirratus,Extant,Current,Current,No,LC,2.293,No
Picumnus_rufiventris,Picumnus_rufiventris,Extant,Current,Current,No,LC,2.523,No
Picumnus_subtilis,Picumnus_subtilis,Extant,Current,Current,No,LC,2.32,No
Picumnus_exilis,Picumnus_exilis,Extant,Current,Current,No,LC,2.332,No
Picumnus_aurifrons,Picumnus_aurifrons,Extant,Current,Current,No,LC,2.277,No
Picumnus_olivaceus,Picumnus_olivaceus,Extant,Current,Current,No,LC,2.435,No
Picumnus_lafresnayi,Picumnus_lafresnayi,Extant,Current,Current,No,LC,2.508,No
Picumnus_fulvescens,Picumnus_fulvescens,Extant,Current,Current,No,NT,2.384,No
Picumnus_cinnamomeus,Picumnus_cinnamomeus,Extant,Current,Current,No,LC,2.372,No
Picumnus_pygmaeus,Picumnus_pygmaeus,Extant,Current,Current,No,LC,2.365,No
Picumnus_fuscus,Picumnus_fuscus,Extant,Current,Current,No,LC,2.355,No
Picumnus_minutissimus,Picumnus_minutissimus,Extant,Current,Current,No,LC,2.542,No
Picumnus_squamulatus,Picumnus_squamulatus,Extant,Current,Current,No,LC,2.34,No
Picumnus_pumilus,Picumnus_pumilus,Extant,Current,Current,No,LC,2.344,No
Picumnus_sclateri,Picumnus_sclateri,Extant,Current,Current,No,LC,2.399,No
Picumnus_innominatus,Picumnus_innominatus,Extant,Current,Current,No,LC,2.293,No
Picumnus_granadensis,Picumnus_granadensis,Extant,Current,Current,No,LC,2.441,No
Picumnus_albosquamatus,Picumnus_albosquamatus,Extant,Current,Current,No,LC,2.355,No
Picumnus_nigropunctatus,Picumnus_nigropunctatus,Extant,Current,Current,No,LC,2.376,No
Picumnus_castelnau,Picumnus_castelnau,Extant,Current,Current,No,LC,2.398,No
Picumnus_steindachneri,Picumnus_steindachneri,Extant,Current,Current,No,EN,2.335,No
Xiphidiopicus_percussus,Xiphidiopicus_percussus,Extant,Current,Current,Yes,LC,3.346,Yes
Blythipicus_rubiginosus,Blythipicus_rubiginosus,Extant,Current,Current,No,LC,3.51,No
Blythipicus_pyrrhotis,Blythipicus_pyrrhotis,Extant,Current,Current,No,LC,4.402,No
Campephilus_principalis,Campephilus_principalis,Extant,Current,Current,No,CR,3.671,No
Campephilus_imperialis,Campephilus_imperialis,Extant,Current,Current,No,CR,3.479,No
Campephilus_magellanicus,Campephilus_magellanicus,Extant,Current,Current,No,LC,5.65,No
Campephilus_rubricollis,Campephilus_rubricollis,Extant,Current,Current,No,LC,5.776,No
Campephilus_leucopogon,Campephilus_leucopogon,Extant,Current,Current,No,LC,4.667,No
Campephilus_melanoleucos,Campephilus_melanoleucos,Extant,Current,Current,No,LC,5.078,No
Campephilus_gayaquilensis,Campephilus_gayaquilensis,Extant,Current,Current,No,NT,4.881,No
Campephilus_guatemalensis,Campephilus_guatemalensis,Extant,Current,Current,No,LC,5.403,No
Campephilus_robustus,Campephilus_robustus,Extant,Current,Current,No,LC,4.519,No
Campephilus_pollens,Campephilus_pollens,Extant,Current,Current,No,LC,5.002,No
Campephilus_haematogaster,Multiple,Extant,Current,Current,No,LC,3.5865,No
Chrysocolaptes_lucidus,Multiple,Extant,Current,Current,No,LC,2.353,No
Chrysocolaptes_festivus,Chrysocolaptes_festivus,Extant,Current,Current,No,LC,5.285,No
Reinwardtipicus_validus,Chrysocolaptes_validus,Extant,Current,Current,No,LC,4.925,No
Picus_mineaceus,Chrysophlegma_miniaceum,Extant,Current,Current,No,LC,4.053,No
Picus_mentalis,Multiple,Extant,Current,Current,No,NT,3.2115,No
Picus_flavinucha,Chrysophlegma_flavinucha,Extant,Current,Current,No,LC,4.526,No
Picus_awokera,Picus_awokera,Extant,Current,Current,No,LC,2.271,No
Picus_puniceus,Picus_puniceus,Extant,Current,Current,No,LC,3.644,No
Picus_chlorolophus,Picus_chlorolophus,Extant,Current,Current,No,LC,3.073,No
Picus_canus,Multiple,Extant,Current,Current,No,LC,2.645,No
Picus_erythropygius,Picus_erythropygius,Extant,Current,Current,No,LC,3.521,No
Picus_vaillantii,Picus_vaillantii,Extant,Current,Current,No,LC,3.049,No
Picus_viridis,Multiple,Extant,Current,Current,No,LC,3.0305,No
Picus_squamatus,Picus_squamatus,Extant,Current,Current,No,LC,3.252,No
Picus_xanthopygaeus,Picus_xanthopygaeus,Extant,Current,Current,No,LC,3.226,No
Picus_rabieri,Picus_rabieri,Extant,Current,Current,No,NT,3.476,No
Picus_vittatus,Picus_vittatus,Extant,Current,Current,No,LC,3.471,No
Picus_viridanus,Picus_viridanus,Extant,Current,Current,No,LC,3.3,No
Celeus_torquatus,Multiple,Extant,Current,Current,No,LC,2.353,No
Colaptes_fernandinae,Colaptes_fernandinae,Extant,Current,Current,Yes,EN,3.403,Yes
Colaptes_chrysoides,Colaptes_chrysoides,Extant,Current,Current,No,LC,3.275,No
Colaptes_auricularis,Colaptes_auricularis,Extant,Current,Current,No,LC,2.579,No
Colaptes_atricollis,Colaptes_atricollis,Extant,Current,Current,No,LC,2.7,No
Colaptes_rubiginosus,Multiple,Extant,Current,Current,No,LC,2.6175,No
Colaptes_rupicola,Multiple,Extant,Current,Current,No,LC,3.1465,No
Colaptes_pitius,Colaptes_pitius,Extant,Current,Current,No,LC,3.204,No
Colaptes_punctigula,Colaptes_punctigula,Extant,Current,Current,No,LC,2.66,No
Colaptes_campestris,Multiple,Extant,Current,Current,No,LC,2.7785,No
Colaptes_rivolii,Multiple,Extant,Current,Current,No,LC,2.632,No
Colaptes_melanochloros,Multiple,Extant,Current,Current,No,LC,2.798,No
Colaptes_auratus,Multiple,Extant,Current,Current,No,LC,2.232,No
Colaptes_oceanicus,Colaptes_oceanicus,Extinct,EX_IUCN,EX_IUCN,Yes,EX,NA,Yes
Piculus_litae,Piculus_litae,Extant,Current,Current,No,LC,3.668,No
Piculus_aurulentus,Piculus_aurulentus,Extant,Current,Current,No,NT,3.641,No
Piculus_simplex,Piculus_simplex,Extant,Current,Current,No,LC,3.462,No
Piculus_leucolaemus,Piculus_leucolaemus,Extant,Current,Current,No,LC,3.654,No
Piculus_flavigula,Piculus_flavigula,Extant,Current,Current,No,LC,3.543,No
Piculus_callopterus,Piculus_callopterus,Extant,Current,Current,No,LC,3.631,No
Piculus_chrysochloros,Piculus_chrysochloros,Extant,Current,Current,No,LC,3.584,No
Celeus_grammicus,Celeus_undatus,Extant,Current,Current,No,LC,3.354,No
Celeus_undatus,Celeus_undatus,Extant,Current,Current,No,LC,3.354,No
Celeus_spectabilis,Celeus_spectabilis,Extant,Current,Current,No,LC,4.922,No
Celeus_flavus,Celeus_flavus,Extant,Current,Current,No,LC,4.332,No
Celeus_flavescens,Multiple,Extant,Current,Current,No,LC,3.2585,No
Celeus_elegans,Celeus_elegans,Extant,Current,Current,No,LC,4.096,No
Celeus_lugubris,Celeus_lugubris,Extant,Current,Current,No,LC,4.149,No
Celeus_castaneus,Celeus_castaneus,Extant,Current,Current,No,LC,3.652,No
Celeus_loricatus,Celeus_loricatus,Extant,Current,Current,No,LC,3.745,No
Mulleripicus_funebris,Multiple,Extant,Current,Current,Yes,NT,3.332,Yes
Mulleripicus_pulverulentus,Mulleripicus_pulverulentus,Extant,Current,Current,No,VU,5.601,No
Mulleripicus_fulvus,Mulleripicus_fulvus,Extant,Current,Current,Yes,LC,5.389,Yes
Dryocopus_javensis,Dryocopus_javensis,Extant,Current,Current,No,LC,4.312,No
Dryocopus_schulzi,Hylatomus_schulzii,Extant,Current,Current,No,NT,4.448,No
Dryocopus_galeatus,Celeus_galeatus,Extant,Current,Current,No,VU,3.417,No
Dryocopus_martius,Dryocopus_martius,Extant,Current,Current,No,LC,4.122,No
Dryocopus_hodgei,Dryocopus_hodgei,Extant,Current,Current,Yes,VU,4.211,Yes
Dryocopus_lineatus,Multiple,Extant,Current,Current,No,LC,3.366,No
Dryocopus_pileatus,Hylatomus_pileatus,Extant,Current,Current,No,LC,4.379,No
Celeus_brachyurus,Micropternus_brachyurus,Extant,Current,Current,No,LC,3.964,No
Meiglyptes_tristis,Multiple,Extant,Current,Current,No,LC,2.675,No
Meiglyptes_jugularis,Meiglyptes_jugularis,Extant,Current,Current,No,LC,3.065,No
Meiglyptes_tukki,Meiglyptes_tukki,Extant,Current,Current,No,NT,3.696,No
Dinopium_javanense,Multiple,Extant,Current,Current,No,LC,3.1095,No
Dinopium_rafflesii,Dinopium_rafflesii,Extant,Current,Current,No,NT,3.981,No
Dinopium_shorii,Dinopium_shorii,Extant,Current,Current,No,LC,4.193,No
Dinopium_benghalense,Multiple,Extant,Current,Current,No,LC,3.2795,No
Gecinulus_grantia,Gecinulus_grantia,Extant,Current,Current,No,LC,3.685,No
Gecinulus_viridis,Gecinulus_viridis,Extant,Current,Current,No,LC,3.602,No
Celeus_obrieni,Celeus_obrieni,Extant,Current,Current,No,VU,3.976,No
Campethera_caroli,Campethera_caroli,Extant,Current,Current,No,LC,3.406,No
Campethera_bennettii,Campethera_bennettii,Extant,Current,Current,No,LC,3.629,No
Campethera_nivosa,Campethera_nivosa,Extant,Current,Current,No,LC,3.478,No
Campethera_maculosa,Campethera_maculosa,Extant,Current,Current,No,LC,3.457,No
Campethera_abingoni,Campethera_abingoni,Extant,Current,Current,No,LC,3.792,No
Campethera_notata,Campethera_notata,Extant,Current,Current,No,NT,3.618,No
Campethera_scriptoricauda,Campethera_scriptoricauda,Extant,Current,Current,No,LC,3.507,No
Campethera_mombassica,Campethera_mombassica,Extant,Current,Current,No,LC,3.612,No
Campethera_punctuligera,Campethera_punctuligera,Extant,Current,Current,No,LC,3.836,No
