species,species_BirdLife,Extant,ExtinctionPeriod,ExtinctionType,IslandEndemic,IUCN,GenLength,IslandEndemic2
Pitohui_incertus,Pseudorectes_incertus,Extant,Current,Current,No,NT,3.847,No
Colluricincla_sanghirensis,Coracornis_sanghirensis,Extant,Current,Current,Yes,CR,3.133,Yes
Pachycephala_leucogastra,Pachycephala_leucogastra,Extant,Current,Current,No,LC,3.495,No
Pachycephala_nudigula,Pachycephala_nudigula,Extant,Current,Current,Yes,LC,3.905,Yes
Pachycephala_caledonica,Pachycephala_caledonica,Extant,Current,Current,Yes,LC,3.789,Yes
Pachycephala_aurea,Pachycephala_aurea,Extant,Current,Current,No,LC,3.69,No
Pachycephala_soror,Pachycephala_soror,Extant,Current,Current,No,LC,3.973,No
Pachycephala_meyeri,Pachycephala_meyeri,Extant,Current,Current,No,LC,3.527,No
Pachycephala_orpheus,Pachycephala_orpheus,Extant,Current,Current,Yes,LC,3.903,Yes
Pachycephala_melanura,Pachycephala_melanura,Extant,Current,Current,No,LC,4.285,No
Pachycephala_pectoralis,Multiple,Extant,Current,Current,No,LC,5.149,No
Pachycephala_hyperythra,Pachycephala_hyperythra,Extant,Current,Current,No,LC,3.892,No
Pachycephala_phaionota,Pachycephala_phaionota,Extant,Current,Current,No,LC,3.889,No
Pachycephala_simplex,Multiple,Extant,Current,Current,No,LC,5.149,No
Pachycephala_monacha,Pachycephala_monacha,Extant,Current,Current,No,LC,3.919,No
Pachycephala_flavifrons,Pachycephala_flavifrons,Extant,Current,Current,Yes,LC,4.321,Yes
Pachycephala_lanioides,Pachycephala_lanioides,Extant,Current,Current,No,LC,5.571,No
Pachycephala_rufiventris,Pachycephala_rufiventris,Extant,Current,Current,No,LC,5.985,No
Colluricincla_tenebrosa,Pachycephala_tenebrosa,Extant,Current,Current,Yes,LC,4.418,Yes
Pachycephala_arctitorquis,Pachycephala_arctitorquis,Extant,Current,Current,Yes,LC,3.91,Yes
Pachycephala_griseonota,Pachycephala_griseonota,Extant,Current,Current,Yes,LC,3.852,Yes
Colluricincla_umbrina,Colluricincla_tenebrosa,Extant,Current,Current,No,LC,4.623,No
Pachycephala_lorentzi,Pachycephala_lorentzi,Extant,Current,Current,No,LC,3.52,No
Pachycephala_modesta,Pachycephala_modesta,Extant,Current,Current,No,LC,3.484,No
Pachycephala_homeyeri,Pachycephala_homeyeri,Extant,Current,Current,Yes,LC,3.876,Yes
Pachycephala_philippinensis,Pachycephala_philippinensis,Extant,Current,Current,Yes,LC,3.639,Yes
Pachycephala_jacquinoti,Pachycephala_jacquinoti,Extant,Current,Current,Yes,NT,4.697,Yes
Pachycephala_grisola,Pachycephala_cinerea,Extant,Current,Current,No,LC,3.75,No
Pachycephala_albiventris,Pachycephala_albiventris,Extant,Current,Current,Yes,LC,3.735,Yes
Pachycephala_sulfuriventer,Pachycephala_sulfuriventer,Extant,Current,Current,Yes,LC,3.829,Yes
Pachycephala_hypoxantha,Pachycephala_hypoxantha,Extant,Current,Current,No,LC,3.942,No
Pachycephala_schlegelii,Pachycephala_schlegelii,Extant,Current,Current,No,LC,3.79,No
Pachycephala_implicata,Multiple,Extant,Current,Current,Yes,LC,5.149,Yes
Pachycephala_inornata,Pachycephala_inornata,Extant,Current,Current,No,LC,4.157,No
Pachycephala_rufogularis,Pachycephala_rufogularis,Extant,Current,Current,No,VU,4.112,No
Pachycephala_olivacea,Pachycephala_olivacea,Extant,Current,Current,No,LC,4.379,No
Coracornis_raveni,Coracornis_raveni,Extant,Current,Current,Yes,LC,3.207,Yes
Pitohui_nigrescens,Melanorectes_nigrescens,Extant,Current,Current,No,LC,4.428,No
Pachycare_flavogriseum,Pachycare_flavogriseum,Extant,Current,Current,No,LC,2.877,No
Lanius_excubitoroides,Lanius_excubitoroides,Extant,Current,Current,No,LC,2.789,No
Lanius_tigrinus,Lanius_tigrinus,Extant,Current,Current,No,LC,1.835,No
Lanius_cristatus,Lanius_cristatus,Extant,Current,Current,No,LC,1.894,No
Lanius_tephronotus,Lanius_tephronotus,Extant,Current,Current,No,LC,2.015,No
Lanius_bucephalus,Lanius_bucephalus,Extant,Current,Current,No,LC,1.929,No
Lanius_schach,Lanius_schach,Extant,Current,Current,No,LC,2.489,No
Lanius_validirostris,Lanius_validirostris,Extant,Current,Current,Yes,NT,2.308,Yes
Lanius_isabellinus,Multiple,Extant,Current,Current,No,LC,1.94,No
Lanius_marwitzi,Lanius_collaris,Extant,Current,Current,No,LC,2.378,No
Lanius_collurio,Lanius_collurio,Extant,Current,Current,No,LC,2.291,No
Lanius_nubicus,Lanius_nubicus,Extant,Current,Current,No,LC,1.655,No
Lanius_gubernator,Lanius_gubernator,Extant,Current,Current,No,LC,2.064,No
Lanius_collurioides,Lanius_collurioides,Extant,Current,Current,No,LC,1.884,No
Lanius_senator,Lanius_senator,Extant,Current,Current,No,LC,1.867,No
Lanius_minor,Lanius_minor,Extant,Current,Current,No,LC,1.937,No
Lanius_souzae,Lanius_souzae,Extant,Current,Current,No,LC,2.228,No
Lanius_collaris,Lanius_collaris,Extant,Current,Current,No,LC,2.378,No
Lanius_mackinnoni,Lanius_mackinnoni,Extant,Current,Current,No,LC,2.604,No
Lanius_dorsalis,Lanius_dorsalis,Extant,Current,Current,No,LC,2.528,No
Corvinella_corvina,Corvinella_corvina,Extant,Current,Current,No,LC,3.211,No
Lanius_somalicus,Lanius_somalicus,Extant,Current,Current,No,LC,2.482,No
Lanius_newtoni,Lanius_newtoni,Extant,Current,Current,Yes,CR,2.078,Yes
Lanius_meridionalis,Lanius_meridionalis,Extant,Current,Current,No,VU,1.919,No
Lanius_ludovicianus,Lanius_ludovicianus,Extant,Current,Current,No,NT,2.702,No
Lanius_excubitor,Multiple,Extant,Current,Current,No,LC,1.9505,No
Lanius_sphenocercus,Multiple,Extant,Current,Current,No,LC,1.959,No
Lanius_vittatus,Lanius_vittatus,Extant,Current,Current,No,LC,1.93,No
Lanius_cabanisi,Lanius_cabanisi,Extant,Current,Current,No,LC,2.907,No
Urolestes_melanoleucus,Urolestes_melanoleucus,Extant,Current,Current,No,LC,3.364,No
Eurocephalus_anguitimens,Eurocephalus_anguitimens,Extant,Current,Current,No,LC,3.243,No
Eurocephalus_rueppelli,Eurocephalus_ruppelli,Extant,Current,Current,No,LC,3.216,No
Platylophus_galericulatus,Platylophus_galericulatus,Extant,Current,Current,No,NT,3.483,No
Urocissa_erythrorhyncha,Urocissa_erythroryncha,Extant,Current,Current,No,LC,3.806,No
Urocissa_ornata,Urocissa_ornata,Extant,Current,Current,No,VU,4.186,No
Urocissa_flavirostris,Urocissa_flavirostris,Extant,Current,Current,No,LC,3.968,No
Urocissa_whiteheadi,Multiple,Extant,Current,Current,No,NT,2.534,No
Urocissa_caerulea,Urocissa_caerulea,Extant,Current,Current,No,LC,3.823,No
Cissa_hypoleuca,Cissa_hypoleuca,Extant,Current,Current,No,LC,4.38,No
Cissa_chinensis,Cissa_chinensis,Extant,Current,Current,No,LC,3.409,No
Cissa_thalassina,Multiple,Extant,Current,Current,No,LC,3.7295,No
Gymnorhinus_cyanocephalus,Gymnorhinus_cyanocephalus,Extant,Current,Current,No,VU,4.626,No
Aphelocoma_coerulescens,Aphelocoma_coerulescens,Extant,Current,Current,No,VU,5.176,No
Aphelocoma_insularis,Aphelocoma_californica,Extant,Current,Current,No,LC,4.745,No
Aphelocoma_californica,Aphelocoma_californica,Extant,Current,Current,No,LC,4.745,No
Aphelocoma_ultramarina,Multiple,Extant,Current,Current,No,LC,7.158,No
Aphelocoma_unicolor,Aphelocoma_unicolor,Extant,Current,Current,No,LC,4.963,No
Cyanocitta_cristata,Cyanocitta_cristata,Extant,Current,Current,No,LC,5.159,No
Cyanocitta_stelleri,Cyanocitta_stelleri,Extant,Current,Current,No,LC,4.327,No
Cyanocorax_caeruleus,Cyanocorax_coeruleus,Extant,Current,Current,No,NT,11.681,No
Cyanocorax_cyanomelas,Cyanocorax_cyanomelas,Extant,Current,Current,No,LC,7.48,No
Cyanocorax_cristatellus,Cyanocorax_cristatellus,Extant,Current,Current,No,LC,7.61,No
Cyanocorax_luxuosus,Cyanocorax_yncas,Extant,Current,Current,No,LC,7.143,No
Cyanocorax_violaceus,Cyanocorax_violaceus,Extant,Current,Current,No,LC,6.508,No
Cyanocorax_morio,Cyanocorax_morio,Extant,Current,Current,No,LC,7.464,No
Calocitta_formosa,Cyanocorax_formosus,Extant,Current,Current,No,LC,7.496,No
Calocitta_colliei,Cyanocorax_colliei,Extant,Current,Current,No,LC,6.56,No
Henocitta_brodkorbii,Henocitta_brodkorbii,Extinct,EX_Other,EX_A,No,EX,NA,No
Cyanocorax_yncas,Cyanocorax_yncas,Extant,Current,Current,No,LC,7.143,No
Cyanocorax_melanocyaneus,Cyanocorax_melanocyaneus,Extant,Current,Current,No,LC,5.965,No
Cyanocorax_yucatanicus,Cyanocorax_yucatanicus,Extant,Current,Current,No,LC,5.587,No
Cyanocorax_sanblasianus,Cyanocorax_sanblasianus,Extant,Current,Current,No,LC,6.452,No
Cyanocorax_beecheii,Cyanocorax_beecheii,Extant,Current,Current,No,LC,6.647,No
Cyanocorax_chrysops,Cyanocorax_chrysops,Extant,Current,Current,No,LC,6.12,No
Cyanocorax_cyanopogon,Cyanocorax_cyanopogon,Extant,Current,Current,No,LC,7.258,No
Cyanocorax_cayanus,Cyanocorax_cayanus,Extant,Current,Current,No,LC,7.527,No
Cyanocorax_affinis,Cyanocorax_affinis,Extant,Current,Current,No,LC,6.683,No
Cyanocorax_heilprini,Multiple,Extant,Current,Current,No,LC,8.9215,No
Cyanocorax_dickeyi,Cyanocorax_dickeyi,Extant,Current,Current,No,NT,6.865,No
Cyanocorax_mystacalis,Cyanocorax_mystacalis,Extant,Current,Current,No,LC,6.931,No
Cyanolyca_pulchra,Cyanolyca_pulchra,Extant,Current,Current,No,NT,3.984,No
Cyanolyca_cucullata,Cyanolyca_cucullata,Extant,Current,Current,No,LC,4.55,No
Cyanolyca_turcosa,Cyanolyca_turcosa,Extant,Current,Current,No,LC,3.99,No
Cyanolyca_viridicyanus,Cyanolyca_viridicyanus,Extant,Current,Current,No,NT,3.993,No
Cyanolyca_armillata,Multiple,Extant,Current,Current,No,LC,2.534,No
Cyanolyca_argentigula,Cyanolyca_argentigula,Extant,Current,Current,No,LC,4.577,No
Cyanolyca_pumilo,Cyanolyca_pumilo,Extant,Current,Current,No,LC,3.35,No
Cyanolyca_mirabilis,Cyanolyca_mirabilis,Extant,Current,Current,No,VU,3.405,No
Cyanolyca_nana,Cyanolyca_nanus,Extant,Current,Current,No,NT,3.449,No
Garrulus_lanceolatus,Garrulus_lanceolatus,Extant,Current,Current,No,LC,4.394,No
Garrulus_glandarius,Multiple,Extant,Current,Current,No,LC,4.907,No
Garrulus_lidthi,Garrulus_lidthi,Extant,Current,Current,Yes,VU,4.4,Yes
Podoces_hendersoni,Podoces_hendersoni,Extant,Current,Current,No,LC,3.796,No
Podoces_panderi,Podoces_panderi,Extant,Current,Current,No,LC,3.3,No
Podoces_pleskei,Podoces_pleskei,Extant,Current,Current,No,LC,3.044,No
Podoces_biddulphi,Podoces_biddulphi,Extant,Current,Current,No,NT,4.715,No
Ptilostomus_afer,Ptilostomus_afer,Extant,Current,Current,No,LC,3.375,No
Zavattariornis_stresemanni,Zavattariornis_stresemanni,Extant,Current,Current,No,EN,2.793,No
Nucifraga_columbiana,Nucifraga_columbiana,Extant,Current,Current,No,LC,4.395,No
Nucifraga_caryocatactes,Multiple,Extant,Current,Current,No,LC,3.68,No
Corvus_hawaiiensis,Corvus_hawaiiensis,Extinct,EX_IUCN,EX_IUCN,Yes,EX,NA,Yes
Corvus_impluviatus,Corvus_impluviatus,Extinct,EX_Other,EX_A,Yes,EX,NA,Yes
Corvus_viriosus,Corvus_viriosus,Extinct,EX_Other,EX_A,Yes,EX,NA,Yes
Corvus_bennetti,Corvus_bennetti,Extant,Current,Current,No,LC,4.75,No
Corvus_frugilegus,Corvus_frugilegus,Extant,Current,Current,No,LC,5.585,No
Corvus_capensis,Corvus_capensis,Extant,Current,Current,No,LC,5.304,No
Corvus_levaillantii,Corvus_macrorhynchos,Extant,Current,Current,No,LC,6.215,No
Corvus_corax,Corvus_corax,Extant,Current,Current,No,LC,7.465,No
Corvus_neomexicanus,Corvus_neomexicanus,Extinct,EX_Other,EX_A,No,EX,NA,No
Corvus_fangshannus,Corvus_fangshannus,Extinct,EX_Other,EX_A,No,EX,NA,No
Corvus_cryptoleucus,Corvus_cryptoleucus,Extant,Current,Current,No,LC,5.65,No
Corvus_tristis,Corvus_tristis,Extant,Current,Current,No,LC,6.679,No
Corvus_sp_NewIreland,Corvus_sp_NewIreland,Extinct,EX_Other,EX_A,Yes,EX,NA,Yes
Corvus_albus,Corvus_albus,Extant,Current,Current,No,LC,5.118,No
Corvus_albicollis,Corvus_albicollis,Extant,Current,Current,No,LC,6.247,No
Corvus_enca,Multiple,Extant,Current,Current,No,LC,5.351,No
Corvus_sinaloae,Corvus_sinaloae,Extant,Current,Current,No,LC,5.23,No
Corvus_crassirostris,Corvus_crassirostris,Extant,Current,Current,No,LC,6.705,No
Corvus_imparatus,Corvus_imparatus,Extant,Current,Current,No,LC,4.245,No
Corvus_jamaicensis,Corvus_jamaicensis,Extant,Current,Current,Yes,NT,5.369,Yes
Corvus_florensis,Corvus_florensis,Extant,Current,Current,Yes,EN,5.725,Yes
Corvus_splendens,Corvus_splendens,Extant,Current,Current,No,LC,4.305,No
Corvus_woodfordi,Corvus_woodfordi,Extant,Current,Current,Yes,LC,5.659,Yes
Corvus_torquatus,Corvus_pectoralis,Extant,Current,Current,No,VU,5.512,No
Corvus_brachyrhynchos,Corvus_brachyrhynchos,Extant,Current,Current,No,LC,7.994,No
Corvus_caurinus,Corvus_caurinus,Extant,Current,Current,No,LC,6.004,No
Corvus_corone,Corvus_corone,Extant,Current,Current,No,LC,5.723,No
Corvus_leucognaphalus,Corvus_leucognaphalus,Extant,Current,Current,Yes,VU,5.871,Yes
Corvus_mellori,Corvus_mellori,Extant,Current,Current,No,LC,5.587,No
Corvus_validus,Corvus_validus,Extant,Current,Current,Yes,NT,5.929,Yes
Corvus_edithae,Corvus_edithae,Extant,Current,Current,No,LC,5.407,No
Corvus_minutus,Corvus_palmarum,Extant,Current,Current,Yes,LC,5.104,Yes
Corvus_fuscicapillus,Corvus_fuscicapillus,Extant,Current,Current,No,NT,5.889,No
Corvus_macrorhynchos,Corvus_macrorhynchos,Extant,Current,Current,No,LC,6.215,No
Corvus_kubaryi,Corvus_kubaryi,Extant,Current,Current,Yes,CR,4.785,Yes
Corvus_ruficollis,Corvus_ruficollis,Extant,Current,Current,No,LC,5.43,No
Corvus_coronoides,Corvus_coronoides,Extant,Current,Current,No,LC,7.629,No
Corvus_moriorum,Corvus_moriorum,Extinct,EX_Other,EX_A,Yes,EX,NA,Yes
Corvus_antipodum,Corvus_antipodum,Extinct,EX_Other,EX_A,Yes,EX,NA,Yes
Corvus_nasicus,Corvus_nasicus,Extant,Current,Current,Yes,LC,5.258,Yes
Corvus_orru,Multiple,Extant,Current,Current,No,LC,5.226,No
Corvus_rhipidurus,Corvus_rhipidurus,Extant,Current,Current,No,LC,5.789,No
Corvus_monedula,Corvus_monedula,Extant,Current,Current,No,LC,5.567,No
Corvus_dauuricus,Corvus_dauuricus,Extant,Current,Current,No,LC,3.754,No
Corvus_meeki,Corvus_meeki,Extant,Current,Current,Yes,LC,5.755,Yes
Corvus_palmarum,Corvus_palmarum,Extant,Current,Current,Yes,LC,5.104,Yes
Corvus_tasmanicus,Corvus_tasmanicus,Extant,Current,Current,No,LC,5.689,No
Corvus_ossifragus,Corvus_ossifragus,Extant,Current,Current,No,LC,5.212,No
Corvus_typicus,Corvus_typicus,Extant,Current,Current,Yes,LC,5.721,Yes
Corvus_unicolor,Corvus_unicolor,Extant,Current,Current,Yes,CR,5.816,Yes
Corvus_pumilis,Corvus_pumilis,Extinct,EX_Other,EX_A,Yes,EX,NA,Yes
Corvus_moneduloides,Corvus_moneduloides,Extant,Current,Current,Yes,LC,5.706,Yes
Pica_hudsonia,Pica_hudsonia,Extant,Current,Current,No,LC,4.124,No
Pica_nuttalli,Pica_nutalli,Extant,Current,Current,No,VU,3.408,No
Pica_pica,Multiple,Extant,Current,Current,No,LC,3.73,No
Perisoreus_internigrans,Perisoreus_internigrans,Extant,Current,Current,No,VU,3.453,No
Perisoreus_infaustus,Perisoreus_infaustus,Extant,Current,Current,No,LC,3.515,No
Perisoreus_canadensis,Perisoreus_canadensis,Extant,Current,Current,No,LC,3.669,No
Cyanopica_cyanus,Multiple,Extant,Current,Current,No,LC,2.39,No
Pyrrhocorax_pyrrhocorax,Pyrrhocorax_pyrrhocorax,Extant,Current,Current,No,LC,8.017,No
Pyrrhocorax_graculus,Pyrrhocorax_graculus,Extant,Current,Current,No,LC,8.055,No
Dendrocitta_vagabunda,Dendrocitta_vagabunda,Extant,Current,Current,No,LC,3.441,No
Dendrocitta_formosae,Dendrocitta_formosae,Extant,Current,Current,No,LC,3.818,No
Dendrocitta_frontalis,Dendrocitta_frontalis,Extant,Current,Current,No,LC,3.805,No
Dendrocitta_occipitalis,Multiple,Extant,Current,Current,No,LC,2.912,No
Dendrocitta_leucogastra,Dendrocitta_leucogastra,Extant,Current,Current,No,LC,3.792,No
Dendrocitta_bayleyi,Dendrocitta_bayleii,Extant,Current,Current,Yes,VU,4.019,Yes
Crypsirina_temia,Crypsirina_temia,Extant,Current,Current,No,LC,4.458,No
Crypsirina_cucullata,Crypsirina_cucullata,Extant,Current,Current,No,NT,4.326,No
Temnurus_temnurus,Temnurus_temnurus,Extant,Current,Current,No,LC,4.192,No
Platysmurus_leucopterus,Multiple,Extant,Current,Current,No,LC,2.9735,No
Rhipidura_drownei,Multiple,Extant,Current,Current,Yes,LC,2.2195,Yes
Rhipidura_cockerelli,Multiple,Extant,Current,Current,Yes,LC,2.3345,Yes
Rhipidura_rufiventris,Multiple,Extant,Current,Current,No,LC,1.913,No
Rhipidura_fuscorufa,Rhipidura_fuscorufa,Extant,Current,Current,Yes,NT,2.672,Yes
Rhipidura_perlata,Rhipidura_perlata,Extant,Current,Current,No,LC,2.775,No
Rhipidura_albolimbata,Rhipidura_albolimbata,Extant,Current,Current,No,LC,2.522,No
Rhipidura_hyperythra,Rhipidura_hyperythra,Extant,Current,Current,No,LC,2.68,No
Rhipidura_semirubra,Rhipidura_semirubra,Extant,Current,Current,Yes,VU,2.712,Yes
Rhipidura_personata,Rhipidura_personata,Extant,Current,Current,Yes,NT,2.868,Yes
Rhipidura_superflua,Rhipidura_superflua,Extant,Current,Current,Yes,LC,2.703,Yes
Rhipidura_fuliginosa,Multiple,Extant,Current,Current,No,LC,1.94,No
Rhipidura_lepida,Rhipidura_lepida,Extant,Current,Current,Yes,LC,2.673,Yes
Rhipidura_phasiana,Rhipidura_phasiana,Extant,Current,Current,No,LC,2.432,No
Rhipidura_rennelliana,Rhipidura_rennelliana,Extant,Current,Current,Yes,LC,2.641,Yes
Rhipidura_dedemi,Rhipidura_dedemi,Extant,Current,Current,Yes,LC,2.48,Yes
Rhipidura_kubaryi,Rhipidura_kubaryi,Extant,Current,Current,Yes,LC,2.677,Yes
Rhipidura_opistherythra,Rhipidura_opistherythra,Extant,Current,Current,Yes,NT,2.672,Yes
Rhipidura_tenebrosa,Rhipidura_tenebrosa,Extant,Current,Current,Yes,NT,2.728,Yes
Rhipidura_verreauxi,Multiple,Extant,Current,Current,Yes,LC,1.913,Yes
Rhipidura_brachyrhyncha,Rhipidura_brachyrhyncha,Extant,Current,Current,No,LC,2.427,No
Rhipidura_rufidorsa,Rhipidura_rufidorsa,Extant,Current,Current,No,LC,2.61,No
Rhipidura_teysmanni,Rhipidura_teysmanni,Extant,Current,Current,Yes,LC,2.479,Yes
Rhipidura_rufifrons,Multiple,Extant,Current,Current,No,LC,1.913,No
Rhipidura_malaitae,Rhipidura_malaitae,Extant,Current,Current,Yes,VU,2.543,Yes
Rhipidura_phoenicura,Rhipidura_phoenicura,Extant,Current,Current,No,LC,2.673,No
Rhipidura_dahli,Rhipidura_dahli,Extant,Current,Current,Yes,LC,2.418,Yes
Rhipidura_nigrocinnamomea,Rhipidura_nigrocinnamomea,Extant,Current,Current,Yes,LC,2.597,Yes
Rhipidura_superciliaris,Multiple,Extant,Current,Current,Yes,LC,1.913,Yes
Rhipidura_cyaniceps,Multiple,Extant,Current,Current,Yes,LC,1.913,Yes
Rhipidura_atra,Rhipidura_atra,Extant,Current,Current,No,LC,3.117,No
Rhipidura_euryura,Rhipidura_euryura,Extant,Current,Current,No,LC,2.673,No
Rhipidura_threnothorax,Rhipidura_threnothorax,Extant,Current,Current,No,LC,2.933,No
Rhipidura_leucothorax,Rhipidura_leucothorax,Extant,Current,Current,No,LC,3.009,No
Rhipidura_javanica,Multiple,Extant,Current,Current,No,LC,2.579,No
Rhipidura_matthiae,Rhipidura_matthiae,Extant,Current,Current,Yes,NT,2.719,Yes
Rhipidura_aureola,Rhipidura_aureola,Extant,Current,Current,No,LC,2.4,No
Rhipidura_maculipectus,Rhipidura_maculipectus,Extant,Current,Current,No,LC,2.516,No
Rhipidura_albicollis,Multiple,Extant,Current,Current,No,LC,1.6755,No
Rhipidura_leucophrys,Rhipidura_leucophrys,Extant,Current,Current,No,LC,3.006,No
Rhipidura_nebulosa,Rhipidura_nebulosa,Extant,Current,Current,Yes,LC,3.298,Yes
Rhipidura_diluta,Rhipidura_diluta,Extant,Current,Current,Yes,LC,2.664,Yes
Lamprolia_victoriae,Multiple,Extant,Current,Current,Yes,NT,2.534,Yes
Chaetorhynchus_papuensis,Chaetorhynchus_papuensis,Extant,Current,Current,No,LC,3.204,No
Struthidea_cinerea,Struthidea_cinerea,Extant,Current,Current,No,LC,3.397,No
Corcorax_melanorhamphos,Corcorax_melanorhamphos,Extant,Current,Current,No,LC,5.242,No
Manucodia_keraudrenii,Phonygammus_keraudrenii,Extant,Current,Current,No,LC,7.987,No
Manucodia_comrii,Manucodia_comrii,Extant,Current,Current,Yes,LC,6.308,Yes
Manucodia_chalybatus,Manucodia_chalybatus,Extant,Current,Current,No,LC,5.006,No
Manucodia_ater,Manucodia_ater,Extant,Current,Current,No,LC,5.06,No
Manucodia_jobiensis,Manucodia_jobiensis,Extant,Current,Current,No,LC,4.943,No
Lycocorax_pyrrhopterus,Multiple,Extant,Current,Current,Yes,LC,4.291,Yes
Parotia_wahnesi,Parotia_wahnesi,Extant,Current,Current,No,NT,5.045,No
Parotia_sefilata,Parotia_sefilata,Extant,Current,Current,No,LC,4.591,No
Parotia_lawesii,Parotia_lawesii,Extant,Current,Current,No,LC,5.255,No
Parotia_helenae,Parotia_lawesii,Extant,Current,Current,No,LC,5.255,No
Parotia_carolae,Multiple,Extant,Current,Current,No,LC,3.5235,No
Pteridophora_alberti,Pteridophora_alberti,Extant,Current,Current,No,LC,4.457,No
Ptiloris_victoriae,Lophorina_victoriae,Extant,Current,Current,No,LC,4.422,No
Ptiloris_paradiseus,Lophorina_paradisea,Extant,Current,Current,No,LC,4.437,No
Ptiloris_magnificus,Lophorina_magnifica,Extant,Current,Current,No,LC,4.65,No
Ptiloris_intercedens,Lophorina_intercedens,Extant,Current,Current,No,LC,4.258,No
Lophorina_superba,Multiple,Extant,Current,Current,No,LC,3.802,No
Semioptera_wallacii,Semioptera_wallacii,Extant,Current,Current,Yes,LC,4.405,Yes
Seleucidis_melanoleucus,Seleucidis_melanoleucus,Extant,Current,Current,No,LC,5.778,No
Cicinnurus_regius,Cicinnurus_regius,Extant,Current,Current,No,LC,3.52,No
Cicinnurus_respublica,Cicinnurus_respublica,Extant,Current,Current,No,NT,3.564,No
Cicinnurus_magnificus,Cicinnurus_magnificus,Extant,Current,Current,No,LC,4.339,No
Paradisaea_rudolphi,Paradisornis_rudolphi,Extant,Current,Current,No,NT,5.279,No
Paradisaea_guilielmi,Paradisaea_guilielmi,Extant,Current,Current,No,NT,5.452,No
Paradisaea_rubra,Paradisaea_rubra,Extant,Current,Current,No,NT,5.002,No
Paradisaea_minor,Paradisaea_minor,Extant,Current,Current,No,LC,5.518,No
Paradisaea_apoda,Paradisaea_apoda,Extant,Current,Current,No,LC,5.225,No
Paradisaea_raggiana,Paradisaea_raggiana,Extant,Current,Current,No,LC,5.264,No
Paradisaea_decora,Paradisaea_decora,Extant,Current,Current,Yes,VU,4.791,Yes
Epimachus_meyeri,Epimachus_meyeri,Extant,Current,Current,No,LC,6.006,No
Epimachus_fastuosus,Epimachus_fastosus,Extant,Current,Current,No,LC,4.867,No
Paradigalla_carunculata,Paradigalla_carunculata,Extant,Current,Current,No,NT,4.597,No
Paradigalla_brevicauda,Paradigalla_brevicauda,Extant,Current,Current,No,LC,5.594,No
Astrapia_nigra,Astrapia_nigra,Extant,Current,Current,No,LC,4.625,No
Astrapia_splendidissima,Astrapia_splendidissima,Extant,Current,Current,No,LC,4.267,No
Astrapia_rothschildi,Astrapia_rothschildi,Extant,Current,Current,No,LC,5.468,No
Astrapia_stephaniae,Astrapia_stephaniae,Extant,Current,Current,No,LC,5.133,No
Astrapia_mayeri,Astrapia_mayeri,Extant,Current,Current,No,NT,5.116,No
Epimachus_albertisi,Drepanornis_albertisi,Extant,Current,Current,No,LC,4.683,No
Epimachus_bruijnii,Drepanornis_bruijnii,Extant,Current,Current,No,NT,4.388,No
Melampitta_lugubris,Melampitta_lugubris,Extant,Current,Current,No,LC,3.898,No
Melampitta_gigantea,Megalampitta_gigantea,Extant,Current,Current,No,LC,4.578,No
Myiagra_cervinicauda,Myiagra_cervinicauda,Extant,Current,Current,Yes,NT,2.376,Yes
Myiagra_sp_UaHuka,Myiagra_sp_UaHuka,Extinct,EX_Other,EX_A,Yes,EX,NA,Yes
Myiagra_caledonica,Myiagra_caledonica,Extant,Current,Current,Yes,LC,2.3,Yes
Myiagra_pluto,Myiagra_pluto,Extant,Current,Current,Yes,LC,2.698,Yes
Myiagra_galeata,Myiagra_galeata,Extant,Current,Current,Yes,LC,2.408,Yes
Myiagra_erythrops,Myiagra_erythrops,Extant,Current,Current,Yes,LC,2.694,Yes
Myiagra_inquieta,Multiple,Extant,Current,Current,No,LC,2.3025,No
Myiagra_cyanoleuca,Myiagra_cyanoleuca,Extant,Current,Current,No,LC,2.495,No
Myiagra_ruficollis,Myiagra_ruficollis,Extant,Current,Current,No,LC,2.537,No
Myiagra_rubecula,Myiagra_rubecula,Extant,Current,Current,No,LC,2.443,No
Myiagra_ferrocyanea,Myiagra_ferrocyanea,Extant,Current,Current,Yes,LC,2.439,Yes
Myiagra_vanikorensis,Myiagra_vanikorensis,Extant,Current,Current,Yes,LC,2.874,Yes
Myiagra_albiventris,Myiagra_albiventris,Extant,Current,Current,Yes,NT,3.026,Yes
Myiagra_azureocapilla,Multiple,Extant,Current,Current,Yes,LC,2.406,Yes
Myiagra_hebetior,Multiple,Extant,Current,Current,Yes,LC,2.406,Yes
Myiagra_alecto,Myiagra_alecto,Extant,Current,Current,No,LC,3.021,No
Myiagra_oceanica,Myiagra_oceanica,Extant,Current,Current,Yes,LC,2.695,Yes
Myiagra_freycineti,Myiagra_freycineti,Extinct,EX_IUCN,EX_IUCN,Yes,EX,NA,Yes
Myiagra_sp_Tonga,Myiagra_sp_Tonga,Extinct,EX_Other,EX_A,Yes,EX,NA,Yes
Myiagra_atra,Myiagra_atra,Extant,Current,Current,Yes,NT,2.738,Yes
Arses_telescophthalmus,Multiple,Extant,Current,Current,No,LC,1.9205,No
Arses_kaupi,Arses_kaupi,Extant,Current,Current,No,LC,2.546,No
Arses_insularis,Arses_insularis,Extant,Current,Current,No,LC,2.509,No
